变量名,equip_id,stage,costGold,costItemMap
21012,11221,12,100000,{5021=16;5020=16;5019=16;100=6}
21013,11221,13,120000,{5021=24;5020=24;5019=24;100=9}
21014,11221,14,140000,{5024=36;5023=36;5022=36;100=12}
21015,11221,15,160000,{5024=54;5023=54;5022=54;100=18}
21016,11221,16,180000,{5025=72;5026=72;5027=72;100=24}
21017,11221,17,200000,{5028=100;5030=100;5029=100;100=30}
21018,11221,18,220000,{5032=150;5031=150;5033=150;100=36}
21019,11221,19,240000,{5034=200;5035=200;5036=200;100=42}
21020,11221,20,260000,{5037=220;5039=220;5038=220;100=48}
21021,11221,21,300000,{5040=240;5042=240;5041=240;100=54}
21022,11221,22,350000,{5043=260;5045=260;5044=260;100=60}
21023,11221,23,400000,{5048=280;5047=280;5046=280;100=66}
21024,11221,24,450000,{5049=300;5050=300;5051=300;100=72}
21025,11221,25,500000,{5053=320;5054=320;5052=320;100=78}
21026,11221,26,550000,{5055=340;5057=340;100=84;5056=340}
21027,11221,27,600000,{5058=360;5059=360;100=90;5060=360}
21028,11221,28,650000,{5061=380;5063=380;100=96;5062=380}
21029,11221,29,700000,{5064=400;5065=400;100=102;5066=400}
21030,11221,30,750000,{5064=420;5065=420;100=108;5066=420}
21031,11221,31,800000,{5070=880;5072=880;100=114;5071=880}
21032,11221,32,850000,{5075=920;100=120;5073=920;5074=920}
21033,11221,33,900000,{5077=960;5078=960;100=126;5076=960}
21034,11221,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21035,11221,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21036,11221,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21037,11221,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21038,11221,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21039,11221,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21040,11221,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21041,11221,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21042,11221,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21043,11221,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21051,11222,1,5000,{100=1}
21052,11222,2,10000,{100=1}
21053,11222,3,15000,{100=1}
21054,11222,4,20000,{5005=2;5004=2;5006=2;100=1}
21055,11222,5,25000,{5009=2;5007=2;5008=2;100=1}
21056,11222,6,30000,{5010=3;5012=3;5011=3;100=1}
21057,11222,7,35000,{5010=4;5012=4;5011=4;100=2}
21058,11222,8,40000,{5014=5;5015=5;5013=5;100=2}
21059,11222,9,50000,{5014=6;5015=6;5013=6;100=4}
21060,11222,10,60000,{5016=8;5017=8;5018=8;100=4}
21061,11222,11,80000,{5016=10;5017=10;5018=10;100=6}
21062,11222,12,100000,{5021=16;5020=16;5019=16;100=6}
21063,11222,13,120000,{5021=24;5020=24;5019=24;100=9}
21064,11222,14,140000,{5024=36;5023=36;5022=36;100=12}
21065,11222,15,160000,{5024=54;5023=54;5022=54;100=18}
21066,11222,16,180000,{5025=72;5026=72;5027=72;100=24}
21067,11222,17,200000,{5028=100;5030=100;5029=100;100=30}
21068,11222,18,220000,{5032=150;5031=150;5033=150;100=36}
21069,11222,19,240000,{5034=200;5035=200;5036=200;100=42}
21070,11222,20,260000,{5037=220;5039=220;5038=220;100=48}
21071,11222,21,300000,{5040=240;5042=240;5041=240;100=54}
21072,11222,22,350000,{5043=260;5045=260;5044=260;100=60}
21073,11222,23,400000,{5048=280;5047=280;5046=280;100=66}
21074,11222,24,450000,{5049=300;5050=300;5051=300;100=72}
21075,11222,25,500000,{5053=320;5054=320;5052=320;100=78}
21076,11222,26,550000,{5055=340;5057=340;100=84;5056=340}
21077,11222,27,600000,{5058=360;5059=360;100=90;5060=360}
21078,11222,28,650000,{5061=380;5063=380;100=96;5062=380}
21079,11222,29,700000,{5064=400;5065=400;100=102;5066=400}
21080,11222,30,750000,{5064=420;5065=420;100=108;5066=420}
21081,11222,31,800000,{5070=880;5072=880;100=114;5071=880}
21082,11222,32,850000,{5075=920;100=120;5073=920;5074=920}
21083,11222,33,900000,{5077=960;5078=960;100=126;5076=960}
21084,11222,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21085,11222,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21086,11222,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21087,11222,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21088,11222,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21089,11222,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21090,11222,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21091,11222,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21092,11222,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21093,11222,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21101,11223,1,5000,{100=1}
21102,11223,2,10000,{100=1}
21103,11223,3,15000,{100=1}
21104,11223,4,20000,{5005=2;5004=2;5006=2;100=1}
21105,11223,5,25000,{5009=2;5007=2;5008=2;100=1}
21106,11223,6,30000,{5010=3;5012=3;5011=3;100=1}
21107,11223,7,35000,{5010=4;5012=4;5011=4;100=2}
21108,11223,8,40000,{5014=5;5015=5;5013=5;100=2}
21109,11223,9,50000,{5014=6;5015=6;5013=6;100=4}
21110,11223,10,60000,{5016=8;5017=8;5018=8;100=4}
21111,11223,11,80000,{5016=10;5017=10;5018=10;100=6}
21112,11223,12,100000,{5021=16;5020=16;5019=16;100=6}
21113,11223,13,120000,{5021=24;5020=24;5019=24;100=9}
21114,11223,14,140000,{5024=36;5023=36;5022=36;100=12}
21115,11223,15,160000,{5024=54;5023=54;5022=54;100=18}
21116,11223,16,180000,{5025=72;5026=72;5027=72;100=24}
21117,11223,17,200000,{5028=100;5030=100;5029=100;100=30}
21118,11223,18,220000,{5032=150;5031=150;5033=150;100=36}
21119,11223,19,240000,{5034=200;5035=200;5036=200;100=42}
21120,11223,20,260000,{5037=220;5039=220;5038=220;100=48}
21121,11223,21,300000,{5040=240;5042=240;5041=240;100=54}
21122,11223,22,350000,{5043=260;5045=260;5044=260;100=60}
21123,11223,23,400000,{5048=280;5047=280;5046=280;100=66}
21124,11223,24,450000,{5049=300;5050=300;5051=300;100=72}
21125,11223,25,500000,{5053=320;5054=320;5052=320;100=78}
21126,11223,26,550000,{5055=340;5057=340;100=84;5056=340}
21127,11223,27,600000,{5058=360;5059=360;100=90;5060=360}
21128,11223,28,650000,{5061=380;5063=380;100=96;5062=380}
21129,11223,29,700000,{5064=400;5065=400;100=102;5066=400}
21130,11223,30,750000,{5064=420;5065=420;100=108;5066=420}
21131,11223,31,800000,{5070=880;5072=880;100=114;5071=880}
21132,11223,32,850000,{5075=920;100=120;5073=920;5074=920}
21133,11223,33,900000,{5077=960;5078=960;100=126;5076=960}
21134,11223,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21135,11223,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21136,11223,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21137,11223,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21138,11223,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21139,11223,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21140,11223,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21141,11223,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21142,11223,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21143,11223,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21151,11224,1,5000,{100=1}
21152,11224,2,10000,{100=1}
21153,11224,3,15000,{100=1}
21154,11224,4,20000,{5005=2;5004=2;5006=2;100=1}
21155,11224,5,25000,{5009=2;5007=2;5008=2;100=1}
21156,11224,6,30000,{5010=3;5012=3;5011=3;100=1}
21157,11224,7,35000,{5010=4;5012=4;5011=4;100=2}
21158,11224,8,40000,{5014=5;5015=5;5013=5;100=2}
21159,11224,9,50000,{5014=6;5015=6;5013=6;100=4}
21160,11224,10,60000,{5016=8;5017=8;5018=8;100=4}
21161,11224,11,80000,{5016=10;5017=10;5018=10;100=6}
21162,11224,12,100000,{5021=16;5020=16;5019=16;100=6}
21163,11224,13,120000,{5021=24;5020=24;5019=24;100=9}
21164,11224,14,140000,{5024=36;5023=36;5022=36;100=12}
21165,11224,15,160000,{5024=54;5023=54;5022=54;100=18}
21166,11224,16,180000,{5025=72;5026=72;5027=72;100=24}
21167,11224,17,200000,{5028=100;5030=100;5029=100;100=30}
21168,11224,18,220000,{5032=150;5031=150;5033=150;100=36}
21169,11224,19,240000,{5034=200;5035=200;5036=200;100=42}
21170,11224,20,260000,{5037=220;5039=220;5038=220;100=48}
21171,11224,21,300000,{5040=240;5042=240;5041=240;100=54}
21172,11224,22,350000,{5043=260;5045=260;5044=260;100=60}
21173,11224,23,400000,{5048=280;5047=280;5046=280;100=66}
21174,11224,24,450000,{5049=300;5050=300;5051=300;100=72}
21175,11224,25,500000,{5053=320;5054=320;5052=320;100=78}
21176,11224,26,550000,{5055=340;5057=340;100=84;5056=340}
21177,11224,27,600000,{5058=360;5059=360;100=90;5060=360}
21178,11224,28,650000,{5061=380;5063=380;100=96;5062=380}
21179,11224,29,700000,{5064=400;5065=400;100=102;5066=400}
21180,11224,30,750000,{5064=420;5065=420;100=108;5066=420}
21181,11224,31,800000,{5070=880;5072=880;100=114;5071=880}
21182,11224,32,850000,{5075=920;100=120;5073=920;5074=920}
21183,11224,33,900000,{5077=960;5078=960;100=126;5076=960}
21184,11224,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21185,11224,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21186,11224,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21187,11224,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21188,11224,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21189,11224,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21190,11224,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21191,11224,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21192,11224,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21193,11224,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21501,11231,1,5000,{100=1}
21502,11231,2,10000,{100=1}
21503,11231,3,15000,{100=1}
21504,11231,4,20000,{5005=2;5004=2;5006=2;100=1}
21505,11231,5,25000,{5009=2;5007=2;5008=2;100=1}
21506,11231,6,30000,{5010=3;5012=3;5011=3;100=1}
21507,11231,7,35000,{5010=4;5012=4;5011=4;100=2}
21508,11231,8,40000,{5014=5;5015=5;5013=5;100=2}
21509,11231,9,50000,{5014=6;5015=6;5013=6;100=4}
21510,11231,10,60000,{5016=8;5017=8;5018=8;100=4}
21511,11231,11,80000,{5016=10;5017=10;5018=10;100=6}
21512,11231,12,100000,{5021=16;5020=16;5019=16;100=6}
21513,11231,13,120000,{5021=24;5020=24;5019=24;100=9}
21514,11231,14,140000,{5024=36;5023=36;5022=36;100=12}
21515,11231,15,160000,{5024=54;5023=54;5022=54;100=18}
21516,11231,16,180000,{5025=72;5026=72;5027=72;100=24}
21517,11231,17,200000,{5028=100;5030=100;5029=100;100=30}
21518,11231,18,220000,{5032=150;5031=150;5033=150;100=36}
21519,11231,19,240000,{5034=200;5035=200;5036=200;100=42}
21520,11231,20,260000,{5037=220;5039=220;5038=220;100=48}
21521,11231,21,300000,{5040=240;5042=240;5041=240;100=54}
21522,11231,22,350000,{5043=260;5045=260;5044=260;100=60}
21523,11231,23,400000,{5048=280;5047=280;5046=280;100=66}
21524,11231,24,450000,{5049=300;5050=300;5051=300;100=72}
21525,11231,25,500000,{5053=320;5054=320;5052=320;100=78}
21526,11231,26,550000,{5055=340;5057=340;100=84;5056=340}
21527,11231,27,600000,{5058=360;5059=360;100=90;5060=360}
21528,11231,28,650000,{5061=380;5063=380;100=96;5062=380}
21529,11231,29,700000,{5064=400;5065=400;100=102;5066=400}
21530,11231,30,750000,{5064=420;5065=420;100=108;5066=420}
21531,11231,31,800000,{5070=880;5072=880;100=114;5071=880}
21532,11231,32,850000,{5075=920;100=120;5073=920;5074=920}
21533,11231,33,900000,{5077=960;5078=960;100=126;5076=960}
21534,11231,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21535,11231,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21536,11231,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21537,11231,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21538,11231,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21539,11231,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21540,11231,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21541,11231,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21542,11231,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21543,11231,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21551,11232,1,5000,{100=1}
21552,11232,2,10000,{100=1}
21553,11232,3,15000,{100=1}
21554,11232,4,20000,{5005=2;5004=2;5006=2;100=1}
21555,11232,5,25000,{5009=2;5007=2;5008=2;100=1}
21556,11232,6,30000,{5010=3;5012=3;5011=3;100=1}
21557,11232,7,35000,{5010=4;5012=4;5011=4;100=2}
21558,11232,8,40000,{5014=5;5015=5;5013=5;100=2}
21559,11232,9,50000,{5014=6;5015=6;5013=6;100=4}
21560,11232,10,60000,{5016=8;5017=8;5018=8;100=4}
21561,11232,11,80000,{5016=10;5017=10;5018=10;100=6}
21562,11232,12,100000,{5021=16;5020=16;5019=16;100=6}
21563,11232,13,120000,{5021=24;5020=24;5019=24;100=9}
21564,11232,14,140000,{5024=36;5023=36;5022=36;100=12}
21565,11232,15,160000,{5024=54;5023=54;5022=54;100=18}
21566,11232,16,180000,{5025=72;5026=72;5027=72;100=24}
21567,11232,17,200000,{5028=100;5030=100;5029=100;100=30}
21568,11232,18,220000,{5032=150;5031=150;5033=150;100=36}
21569,11232,19,240000,{5034=200;5035=200;5036=200;100=42}
21570,11232,20,260000,{5037=220;5039=220;5038=220;100=48}
21571,11232,21,300000,{5040=240;5042=240;5041=240;100=54}
21572,11232,22,350000,{5043=260;5045=260;5044=260;100=60}
21573,11232,23,400000,{5048=280;5047=280;5046=280;100=66}
21574,11232,24,450000,{5049=300;5050=300;5051=300;100=72}
21575,11232,25,500000,{5053=320;5054=320;5052=320;100=78}
21576,11232,26,550000,{5055=340;5057=340;100=84;5056=340}
21577,11232,27,600000,{5058=360;5059=360;100=90;5060=360}
21578,11232,28,650000,{5061=380;5063=380;100=96;5062=380}
21579,11232,29,700000,{5064=400;5065=400;100=102;5066=400}
21580,11232,30,750000,{5064=420;5065=420;100=108;5066=420}
21581,11232,31,800000,{5070=880;5072=880;100=114;5071=880}
21582,11232,32,850000,{5075=920;100=120;5073=920;5074=920}
21583,11232,33,900000,{5077=960;5078=960;100=126;5076=960}
21584,11232,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21585,11232,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21586,11232,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21587,11232,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21588,11232,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21589,11232,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21590,11232,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21591,11232,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21592,11232,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21593,11232,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21601,11233,1,5000,{100=1}
21602,11233,2,10000,{100=1}
21603,11233,3,15000,{100=1}
21604,11233,4,20000,{5005=2;5004=2;5006=2;100=1}
21605,11233,5,25000,{5009=2;5007=2;5008=2;100=1}
21606,11233,6,30000,{5010=3;5012=3;5011=3;100=1}
21607,11233,7,35000,{5010=4;5012=4;5011=4;100=2}
21608,11233,8,40000,{5014=5;5015=5;5013=5;100=2}
21609,11233,9,50000,{5014=6;5015=6;5013=6;100=4}
21610,11233,10,60000,{5016=8;5017=8;5018=8;100=4}
21611,11233,11,80000,{5016=10;5017=10;5018=10;100=6}
21612,11233,12,100000,{5021=16;5020=16;5019=16;100=6}
21613,11233,13,120000,{5021=24;5020=24;5019=24;100=9}
21614,11233,14,140000,{5024=36;5023=36;5022=36;100=12}
21615,11233,15,160000,{5024=54;5023=54;5022=54;100=18}
21616,11233,16,180000,{5025=72;5026=72;5027=72;100=24}
21617,11233,17,200000,{5028=100;5030=100;5029=100;100=30}
21618,11233,18,220000,{5032=150;5031=150;5033=150;100=36}
21619,11233,19,240000,{5034=200;5035=200;5036=200;100=42}
21620,11233,20,260000,{5037=220;5039=220;5038=220;100=48}
21621,11233,21,300000,{5040=240;5042=240;5041=240;100=54}
21622,11233,22,350000,{5043=260;5045=260;5044=260;100=60}
21623,11233,23,400000,{5048=280;5047=280;5046=280;100=66}
21624,11233,24,450000,{5049=300;5050=300;5051=300;100=72}
21625,11233,25,500000,{5053=320;5054=320;5052=320;100=78}
21626,11233,26,550000,{5055=340;5057=340;100=84;5056=340}
21627,11233,27,600000,{5058=360;5059=360;100=90;5060=360}
21628,11233,28,650000,{5061=380;5063=380;100=96;5062=380}
21629,11233,29,700000,{5064=400;5065=400;100=102;5066=400}
21630,11233,30,750000,{5064=420;5065=420;100=108;5066=420}
21631,11233,31,800000,{5070=880;5072=880;100=114;5071=880}
21632,11233,32,850000,{5075=920;100=120;5073=920;5074=920}
21633,11233,33,900000,{5077=960;5078=960;100=126;5076=960}
21634,11233,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21635,11233,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21636,11233,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21637,11233,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21638,11233,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21639,11233,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21640,11233,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21641,11233,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21642,11233,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21643,11233,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21651,11234,1,5000,{100=1}
21652,11234,2,10000,{100=1}
21653,11234,3,15000,{100=1}
21654,11234,4,20000,{5005=2;5004=2;5006=2;100=1}
21655,11234,5,25000,{5009=2;5007=2;5008=2;100=1}
21656,11234,6,30000,{5010=3;5012=3;5011=3;100=1}
21657,11234,7,35000,{5010=4;5012=4;5011=4;100=2}
21658,11234,8,40000,{5014=5;5015=5;5013=5;100=2}
21659,11234,9,50000,{5014=6;5015=6;5013=6;100=4}
21660,11234,10,60000,{5016=8;5017=8;5018=8;100=4}
21661,11234,11,80000,{5016=10;5017=10;5018=10;100=6}
21662,11234,12,100000,{5021=16;5020=16;5019=16;100=6}
21663,11234,13,120000,{5021=24;5020=24;5019=24;100=9}
21664,11234,14,140000,{5024=36;5023=36;5022=36;100=12}
21665,11234,15,160000,{5024=54;5023=54;5022=54;100=18}
21666,11234,16,180000,{5025=72;5026=72;5027=72;100=24}
21667,11234,17,200000,{5028=100;5030=100;5029=100;100=30}
21668,11234,18,220000,{5032=150;5031=150;5033=150;100=36}
21669,11234,19,240000,{5034=200;5035=200;5036=200;100=42}
21670,11234,20,260000,{5037=220;5039=220;5038=220;100=48}
21671,11234,21,300000,{5040=240;5042=240;5041=240;100=54}
21672,11234,22,350000,{5043=260;5045=260;5044=260;100=60}
21673,11234,23,400000,{5048=280;5047=280;5046=280;100=66}
21674,11234,24,450000,{5049=300;5050=300;5051=300;100=72}
21675,11234,25,500000,{5053=320;5054=320;5052=320;100=78}
21676,11234,26,550000,{5055=340;5057=340;100=84;5056=340}
21677,11234,27,600000,{5058=360;5059=360;100=90;5060=360}
21678,11234,28,650000,{5061=380;5063=380;100=96;5062=380}
21679,11234,29,700000,{5064=400;5065=400;100=102;5066=400}
21680,11234,30,750000,{5064=420;5065=420;100=108;5066=420}
21681,11234,31,800000,{5070=880;5072=880;100=114;5071=880}
21682,11234,32,850000,{5075=920;100=120;5073=920;5074=920}
21683,11234,33,900000,{5077=960;5078=960;100=126;5076=960}
21684,11234,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
21685,11234,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
21686,11234,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
21687,11234,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
21688,11234,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
21689,11234,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
21690,11234,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
21691,11234,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
21692,11234,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
21693,11234,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
22001,11241,1,5000,{100=1}
22002,11241,2,10000,{100=1}
22003,11241,3,15000,{100=1}
22004,11241,4,20000,{5005=2;5004=2;5006=2;100=1}
22005,11241,5,25000,{5009=2;5007=2;5008=2;100=1}
22006,11241,6,30000,{5010=3;5012=3;5011=3;100=1}
22007,11241,7,35000,{5010=4;5012=4;5011=4;100=2}
22008,11241,8,40000,{5014=5;5015=5;5013=5;100=2}
22009,11241,9,50000,{5014=6;5015=6;5013=6;100=4}
22010,11241,10,60000,{5016=8;5017=8;5018=8;100=4}
22011,11241,11,80000,{5016=10;5017=10;5018=10;100=6}
22012,11241,12,100000,{5021=16;5020=16;5019=16;100=6}
22013,11241,13,120000,{5021=24;5020=24;5019=24;100=9}
22014,11241,14,140000,{5024=36;5023=36;5022=36;100=12}
22015,11241,15,160000,{5024=54;5023=54;5022=54;100=18}
22016,11241,16,180000,{5025=72;5026=72;5027=72;100=24}
22017,11241,17,200000,{5028=100;5030=100;5029=100;100=30}
22018,11241,18,220000,{5032=150;5031=150;5033=150;100=36}
22019,11241,19,240000,{5034=200;5035=200;5036=200;100=42}
22020,11241,20,260000,{5037=220;5039=220;5038=220;100=48}
22021,11241,21,300000,{5040=240;5042=240;5041=240;100=54}
22022,11241,22,350000,{5043=260;5045=260;5044=260;100=60}
22023,11241,23,400000,{5048=280;5047=280;5046=280;100=66}
22024,11241,24,450000,{5049=300;5050=300;5051=300;100=72}
22025,11241,25,500000,{5053=320;5054=320;5052=320;100=78}
22026,11241,26,550000,{5055=340;5057=340;100=84;5056=340}
22027,11241,27,600000,{5058=360;5059=360;100=90;5060=360}
22028,11241,28,650000,{5061=380;5063=380;100=96;5062=380}
22029,11241,29,700000,{5064=400;5065=400;100=102;5066=400}
22030,11241,30,750000,{5064=420;5065=420;100=108;5066=420}
22031,11241,31,800000,{5070=880;5072=880;100=114;5071=880}
22032,11241,32,850000,{5075=920;100=120;5073=920;5074=920}
22033,11241,33,900000,{5077=960;5078=960;100=126;5076=960}
22034,11241,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
22035,11241,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
22036,11241,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
22037,11241,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
22038,11241,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
22039,11241,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
22040,11241,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
22041,11241,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
22042,11241,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
22043,11241,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
