变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,awakeDes1_tw,awakeDes1_en,awakeDes1_vn,awakeDes1_kr,awakeDes1_pt,awakeDes1_th,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
325105,3151,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
325106,3151,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
325107,3151,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
325108,3151,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
326101,3161,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
326102,3161,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
326103,3161,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
326104,3161,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
326105,3161,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
326106,3161,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
326107,3161,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
326108,3161,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
327101,3171,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
327102,3171,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
327103,3171,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
327104,3171,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
327105,3171,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
327106,3171,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
327107,3171,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
327108,3171,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
328101,3181,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
328102,3181,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
328103,3181,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
328104,3181,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
328105,3181,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
328106,3181,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
328107,3181,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
328108,3181,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
329101,3191,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
329102,3191,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
329103,3191,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
329104,3191,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
329105,3191,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
329106,3191,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
329107,3191,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
329108,3191,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
330101,3201,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
330102,3201,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
