变量名,_beizhu,cardID,unitID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
默认值,,0,0,"""""","""""","""""","""""","""""","""""","""""",1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",<cn;tw;en;vn;kr;pt;th>
ID,备注,卡牌ID,形象ID,描述,描述,描述,描述,描述,描述,描述,稀有度,等级,星级,突破阶数,技能等级,技能({skillID=skillLevel;...}),潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,血量,物攻,特攻,物防,特防,速度,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性,控制率,免控率,吸血率,反弹率,语言
100003,,1253,0,副本1_玩家卡3,副本1_玩家卡3,Dungeon1_PlayerCard3,Phó bản 1_Thẻ người chơi 3,던전1_플레이어카드3,Masmorra1_CartaJogador3,ดันเจี้ยน1_การ์ดผู้เล่น3,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100004,,1303,0,副本1_玩家卡4,副本1_玩家卡4,Dungeon1_PlayerCard4,Phó bản 1_Thẻ người chơi 4,던전1_플레이어카드4,Masmorra1_CartaJogador4,ดันเจี้ยน1_การ์ดผู้เล่น4,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100005,,1503,0,副本1_玩家卡5,副本1_玩家卡5,Dungeon1_PlayerCard5,Phó bản 1_Thẻ người chơi 5,던전1_플레이어카드5,Masmorra1_CartaJogador5,ดันเจี้ยน1_การ์ดผู้เล่น5,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100006,,631,0,副本1_玩家卡6,副本1_玩家卡6,Dungeon1_PlayerCard6,Phó bản 1_Thẻ người chơi 6,던전1_플레이어카드6,Masmorra1_CartaJogador6,ดันเจี้ยน1_การ์ดผู้เล่น6,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100007,,333,0,副本1_玩家卡7,副本1_玩家卡7,Dungeon1_PlayerCard7,Phó bản 1_Thẻ người chơi 7,던전1_플레이어카드7,Masmorra1_CartaJogador7,ดันเจี้ยน1_การ์ดผู้เล่น7,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100008,,24,0,副本1_玩家卡8,副本1_玩家卡8,Dungeon1_PlayerCard8,Phó bản 1_Thẻ người chơi 8,던전1_플레이어카드8,Masmorra1_CartaJogador8,ดันเจี้ยน1_การ์ดผู้เล่น8,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100009,,641,0,副本1_玩家卡9,副本1_玩家卡9,Dungeon1_PlayerCard9,Phó bản 1_Thẻ người chơi 9,던전1_플레이어카드9,Masmorra1_CartaJogador9,ดันเจี้ยน1_การ์ดผู้เล่น9,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100010,,1931,0,副本1_玩家卡10,副本1_玩家卡10,Dungeon1_PlayerCard10,Phó bản 1_Thẻ người chơi 10,던전1_플레이어카드10,Masmorra1_CartaJogador10,ดันเจี้ยน1_การ์ดผู้เล่น10,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100011,,3592,0,副本1_玩家卡11,副本1_玩家卡11,Dungeon1_PlayerCard11,Phó bản 1_Thẻ người chơi 11,던전1_플레이어카드11,Masmorra1_CartaJogador11,ดันเจี้ยน1_การ์ดผู้เล่น11,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100012,,3543,0,副本1_玩家卡12,副本1_玩家卡12,Dungeon1_PlayerCard12,Phó bản 1_Thẻ người chơi 12,던전1_플레이어카드12,Masmorra1_CartaJogador12,ดันเจี้ยน1_การ์ดผู้เล่น12,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100013,,3413,0,副本1_玩家卡13,副本1_玩家卡13,Dungeon1_PlayerCard13,Phó bản 1_Thẻ người chơi 13,던전1_플레이어카드13,Masmorra1_CartaJogador13,ดันเจี้ยน1_การ์ดผู้เล่น13,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100101,,593,0,副本2_玩家卡1,副本2_玩家卡1,Dungeon2_PlayerCard1,Phó bản 2_Thẻ người chơi 1,던전2_플레이어카드1,Masmorra2_CartaJogador1,ดันเจี้ยน2_การ์ดผู้เล่น1,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,120%,120%,120%,120%,120%,120%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100102,,1241,0,副本2_玩家卡2,副本2_玩家卡2,Dungeon2_PlayerCard2,Phó bản 2_Thẻ người chơi 2,던전2_플레이어카드2,Masmorra2_CartaJogador2,ดันเจี้ยน2_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100103,,641,0,副本2_玩家卡3,副本2_玩家卡3,Dungeon2_PlayerCard3,Phó bản 2_Thẻ người chơi 3,던전2_플레이어카드3,Masmorra2_CartaJogador3,ดันเจี้ยน2_การ์ดผู้เล่น3,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100104,,3303,0,副本2_玩家卡4,副本2_玩家卡4,Dungeon2_PlayerCard4,Phó bản 2_Thẻ người chơi 4,던전2_플레이어카드4,Masmorra2_CartaJogador4,ดันเจี้ยน2_การ์ดผู้เล่น4,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100105,,394,0,副本2_玩家卡5,副本2_玩家卡5,Dungeon2_PlayerCard5,Phó bản 2_Thẻ người chơi 5,던전2_플레이어카드5,Masmorra2_CartaJogador5,ดันเจี้ยน2_การ์ดผู้เล่น5,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100106,,333,0,副本2_玩家卡6,副本2_玩家卡6,Dungeon2_PlayerCard6,Phó bản 2_Thẻ người chơi 6,던전2_플레이어카드6,Masmorra2_CartaJogador6,ดันเจี้ยน2_การ์ดผู้เล่น6,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100107,,2242,0,副本2_玩家卡7,副本2_玩家卡7,Dungeon2_PlayerCard7,Phó bản 2_Thẻ người chơi 7,던전2_플레이어카드7,Masmorra2_CartaJogador7,ดันเจี้ยน2_การ์ดผู้เล่น7,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100108,,2401,0,副本2_玩家卡8,副本2_玩家卡8,Dungeon2_PlayerCard8,Phó bản 2_Thẻ người chơi 8,던전2_플레이어카드8,Masmorra2_CartaJogador8,ดันเจี้ยน2_การ์ดผู้เล่น8,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100109,,2993,0,副本2_玩家卡9,副本2_玩家卡9,Dungeon2_PlayerCard9,Phó bản 2_Thẻ người chơi 9,던전2_플레이어카드9,Masmorra2_CartaJogador9,ดันเจี้ยน2_การ์ดผู้เล่น9,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100110,,731,0,副本2_玩家卡10,副本2_玩家卡10,Dungeon2_PlayerCard10,Phó bản 2_Thẻ người chơi 10,던전2_플레이어카드10,Masmorra2_CartaJogador10,ดันเจี้ยน2_การ์ดผู้เล่น10,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100113,,1612,0,副本2_玩家卡11,副本2_玩家卡11,Dungeon2_PlayerCard11,Phó bản 2_Thẻ người chơi 11,던전2_플레이어카드11,Masmorra2_CartaJogador11,ดันเจี้ยน2_การ์ดผู้เล่น11,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100115,,1303,0,副本2_玩家卡12,副本2_玩家卡12,Dungeon2_PlayerCard12,Phó bản 2_Thẻ người chơi 12,던전2_플레이어카드12,Masmorra2_CartaJogador12,ดันเจี้ยน2_การ์ดผู้เล่น12,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100118,,1313,0,副本2_玩家卡13,副本2_玩家卡13,Dungeon2_PlayerCard13,Phó bản 2_Thẻ người chơi 13,던전2_플레이어카드13,Masmorra2_CartaJogador13,ดันเจี้ยน2_การ์ดผู้เล่น13,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100119,,552,0,副本2_玩家卡14,副本2_玩家卡14,Dungeon2_PlayerCard14,Phó bản 2_Thẻ người chơi 14,던전2_플레이어카드14,Masmorra2_CartaJogador14,ดันเจี้ยน2_การ์ดผู้เล่น14,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100201,,761,0,副本3_玩家卡1,副本3_玩家卡1,Dungeon3_PlayerCard1,Phó bản 3_Thẻ người chơi 1,던전3_플레이어카드1,Masmorra3_CartaJogador1,ดันเจี้ยน3_การ์ดผู้เล่น1,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100202,,1271,0,副本3_玩家卡2,副本3_玩家卡2,Dungeon3_PlayerCard2,Phó bản 3_Thẻ người chơi 2,던전3_플레이어카드2,Masmorra3_CartaJogador2,ดันเจี้ยน3_การ์ดผู้เล่น2,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100203,,1961,0,副本3_玩家卡3,副本3_玩家卡3,Dungeon3_PlayerCard3,Phó bản 3_Thẻ người chơi 3,던전3_플레이어카드3,Masmorra3_CartaJogador3,ดันเจี้ยน3_การ์ดผู้เล่น3,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100204,,3211,0,副本3_玩家卡4,副本3_玩家卡4,Dungeon3_PlayerCard4,Phó bản 3_Thẻ người chơi 4,던전3_플레이어카드4,Masmorra3_CartaJogador4,ดันเจี้ยน3_การ์ดผู้เล่น4,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100205,,1971,0,副本3_玩家卡5,副本3_玩家卡5,Dungeon3_PlayerCard5,Phó bản 3_Thẻ người chơi 5,던전3_플레이어카드5,Masmorra3_CartaJogador5,ดันเจี้ยน3_การ์ดผู้เล่น5,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100206,,2361,0,副本3_玩家卡6,副本3_玩家卡6,Dungeon3_PlayerCard6,Phó bản 3_Thẻ người chơi 6,던전3_플레이어카드6,Masmorra3_CartaJogador6,ดันเจี้ยน3_การ์ดผู้เล่น6,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100207,,3241,0,副本3_玩家卡7,副本3_玩家卡7,Dungeon3_PlayerCard7,Phó bản 3_Thẻ người chơi 7,던전3_플레이어카드7,Masmorra3_CartaJogador7,ดันเจี้ยน3_การ์ดผู้เล่น7,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100208,,3631,0,副本3_玩家卡8,副本3_玩家卡8,Dungeon3_PlayerCard8,Phó bản 3_Thẻ người chơi 8,던전3_플레이어카드8,Masmorra3_CartaJogador8,ดันเจี้ยน3_การ์ดผู้เล่น8,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100209,,4172,0,副本3_玩家卡9,副本3_玩家卡9,Dungeon3_PlayerCard9,Phó bản 3_Thẻ người chơi 9,던전3_플레이어카드9,Masmorra3_CartaJogador9,ดันเจี้ยน3_การ์ดผู้เล่น9,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100210,,3221,0,副本3_玩家卡10,副本3_玩家卡10,Dungeon3_PlayerCard10,Phó bản 3_Thẻ người chơi 10,던전3_플레이어카드10,Masmorra3_CartaJogador10,ดันเจี้ยน3_การ์ดผู้เล่น10,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100211,,1261,0,副本3_玩家卡11,副本3_玩家卡11,Dungeon3_PlayerCard11,Phó bản 3_Thẻ người chơi 11,던전3_플레이어카드11,Masmorra3_CartaJogador11,ดันเจี้ยน3_การ์ดผู้เล่น11,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100212,,1981,0,副本3_玩家卡12,副本3_玩家卡12,Dungeon3_PlayerCard12,Phó bản 3_Thẻ người chơi 12,던전3_플레이어카드12,Masmorra3_CartaJogador12,ดันเจี้ยน3_การ์ดผู้เล่น12,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100301,,641,0,副本4_玩家卡1,副本4_玩家卡1,Dungeon4_PlayerCard1,Phó bản 4_Thẻ người chơi 1,던전4_플레이어카드1,Masmorra4_CartaJogador1,ดันเจี้ยน4_การ์ดผู้เล่น1,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100302,,3353,0,副本4_玩家卡2,副本4_玩家卡2,Dungeon4_PlayerCard2,Phó bản 4_Thẻ người chơi 2,던전4_플레이어카드2,Masmorra4_CartaJogador2,ดันเจี้ยน4_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100303,,2401,0,副本4_玩家卡3,副本4_玩家卡3,Dungeon4_PlayerCard3,Phó bản 4_Thẻ người chơi 3,던전4_플레이어카드3,Masmorra4_CartaJogador3,ดันเจี้ยน4_การ์ดผู้เล่น3,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100304,,1303,0,副本4_玩家卡4,副本4_玩家卡4,Dungeon4_PlayerCard4,Phó bản 4_Thẻ người chơi 4,던전4_플레이어카드4,Masmorra4_CartaJogador4,ดันเจี้ยน4_การ์ดผู้เล่น4,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100305,,603,0,副本4_玩家卡5,副本4_玩家卡5,Dungeon4_PlayerCard5,Phó bản 4_Thẻ người chơi 5,던전4_플레이어카드5,Masmorra4_CartaJogador5,ดันเจี้ยน4_การ์ดผู้เล่น5,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100306,,2993,0,副本4_玩家卡6,副本4_玩家卡6,Dungeon4_PlayerCard6,Phó bản 4_Thẻ người chơi 6,던전4_플레이어카드6,Masmorra4_CartaJogador6,ดันเจี้ยน4_การ์ดผู้เล่น6,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100307,,572,0,副本4_玩家卡7,副本4_玩家卡7,Dungeon4_PlayerCard7,Phó bản 4_Thẻ người chơi 7,던전4_플레이어카드7,Masmorra4_CartaJogador7,ดันเจี้ยน4_การ์ดผู้เล่น7,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100308,,701,0,副本4_玩家卡8,副本4_玩家卡8,Dungeon4_PlayerCard8,Phó bản 4_Thẻ người chơi 8,던전4_플레이어카드8,Masmorra4_CartaJogador8,ดันเจี้ยน4_การ์ดผู้เล่น8,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
