变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
21403,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,,<{level=86;unitId=60043;advance=13};{level=86;unitId=60043;advance=13}>,<{level=86;unitId=180264;advance=14}>,config/portrait/jinglingtouxiang1/img_65_cjhd@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_cjhd@.png,{y=70;x=0},124,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,86,465,465,,,,9,12,80,12,{20261=0;100=0;5000=0},2310,,,,,,{13=4;12=2},{13=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=547;x=1333},{y=573;x=1760},<<797;769>;<892;769>;<1061;843>;<1155;843>;<1213;829>;<1423;689>;<1271;631>;<1333;547>>,{},,FALSE,0,{}
21404,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,,<{level=88;unitId=50593;advance=13};{level=88;unitId=50092;advance=13};{level=88;unitId=60593;advance=13};{level=88;unitId=60092;advance=13}>,<{level=88;unitId=180093;advance=14}>,config/portrait/jinglingtouxiang1/img_26_lq@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_26_lq@.png,{y=70;x=0},124,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,88,472,472,,,,9,12,80,12,{100=0;20091=0;5000=0},2310,,,,,,{13=4;12=2},{13=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=642;x=1957},{y=843;x=1760},<<1333;547>;<1516;448>;<1609;493>;<1760;573>;<1957;642>>,{},,FALSE,0,{}
21405,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,,<{level=89;unitId=61252;advance=13};{level=89;unitId=61252;advance=13}>,<{level=89;unitId=180333;advance=14}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_462_zbcg@.png,{y=70;x=0},124,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,89,479,479,,,,9,12,80,12,{20331=0;100=0;5000=0},2310,,,,,,{13=4;12=2},{13=4;12=6},,{},{},1,{},{y=951;x=1387},,<<1957;642>;<1933;762>;<2016;893>;<1963;947>;<1760;843>;<1639;815>;<1566;853>;<1387;951>>,{},,FALSE,0,{}
21501,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,,<{level=90;unitId=60012;advance=13};{level=90;unitId=60012;advance=13};{level=90;unitId=61292;advance=13};{level=90;unitId=61292;advance=13}>,<{level=90;unitId=70003;advance=14}>,config/portrait/jinglingtouxiang1/img_3_mwh@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_3_mwh@.png,{y=70;x=0},125,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,90,486,486,,,,9,12,80,12,{20001=0;100=0;5000=0},2520,,,,,,{13=4;12=4},{13=6;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=343;x=727},{y=711;x=587},<<727;343>>,{},,FALSE,0,{}
21502,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,,<{level=92;unitId=60082;advance=13};{level=92;unitId=60082;advance=13};{level=92;unitId=63543;advance=13};{level=92;unitId=63543;advance=13}>,<{level=92;unitId=181293;advance=14}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_254_xyw@.png,{y=70;x=0},125,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,92,493,493,,,,9,12,80,12,{21291=0;100=0;5000=0},2520,,,,,,{13=4;12=4},{13=6;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=868;x=664},{y=1007;x=1193},<<727;343>;<417;590>;<587;711>;<664;746>;<664;868>>,{},,FALSE,0,{}
21503,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,,<{level=93;unitId=60092;advance=13};{level=93;unitId=60593;advance=13}>,<{level=93;unitId=181501;advance=14}>,config/portrait/jinglingtouxiang1/img_304_kkdl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_304_kkdl@.png,{y=70;x=0},125,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,93,500,500,,,,9,12,80,12,{21501=0;100=0;5000=0},2520,,,,,,{13=4;12=4},{13=6;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=591;x=1171},{y=838;x=1565},<<664;868>;<843;828>;<1001;908>;<1193;1007>;<1241;878>;<1171;788>;<1171;591>>,{},,FALSE,0,{}
21504,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,,<{level=95;unitId=50062;advance=13};{level=95;unitId=60333;advance=13};{level=95;unitId=50062;advance=13}>,<{level=95;unitId=181241;advance=14}>,config/portrait/jinglingtouxiang1/img_245_sj@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_245_sj@.png,{y=70;x=0},125,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,95,507,507,,,,9,12,80,12,{21241=0;100=0;5000=0},2520,,,,,,{13=4;12=4},{13=6;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=591;x=1774},{y=841;x=1953},<<1171;591>;<1335;601>;<1417;668>;<1530;580>;<1643;689>;<1565;838>;<1774;591>>,{},,FALSE,0,{}
21505,古代祭坛,古代祭壇,Ancient Altar,Bàn thờ Cổ đại,고대 제단,Altar Antigo,แท่นบูชาโบราณ,,<{level=96;unitId=60092;advance=14};{level=96;unitId=60092;advance=14};{level=96;unitId=60692;advance=14};{level=96;unitId=60692;advance=14}>,<{level=96;unitId=181253;advance=15}>,config/portrait/jinglingtouxiang1/img_248_bjls@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,{y=70;x=0},125,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,96,514,514,,,,9,12,80,12,{21251=0;100=0;5000=0},2520,,,,,,{13=4;12=4},{13=6;12=2},,{},{},1,{},{y=1030;x=1869},,<<1774;591>;<1967;711>;<2153;669>;<1953;841>;<1702;953>;<1869;1030>>,{},,FALSE,0,{}
21601,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,,<{level=97;unitId=60053;advance=14};{level=97;unitId=60053;advance=14};{level=97;unitId=60002;advance=14};{level=97;unitId=60002;advance=14}>,<{level=97;unitId=72873;advance=15}>,config/portrait/jinglingtouxiang1/img_584_sbddb@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_584_sbddb@.png,{y=70;x=0},126,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,97,521,521,,,,9,12,80,12,{22871=0;100=0;5000=0},2730,,,,,,{14=2},{14=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=724;x=365},{y=612;x=719},<<365;724>>,{},,FALSE,0,{}
21602,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,,<{level=99;unitId=60132;advance=14};{level=99;unitId=60472;advance=14};{level=99;unitId=60132;advance=14};{level=99;unitId=60472;advance=14}>,<{level=99;unitId=181423;advance=15}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_289_qjw@.png,{y=70;x=0},126,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,99,528,528,,,,9,12,80,12,{21421=0;100=0;5000=0},2730,,,,,,{14=2},{14=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=490;x=929},{y=506;x=1404},<<365;724>;<429;666>;<616;745>;<719;830>;<719;612>;<794;556>;<929;490>>,{},,FALSE,0,{}
21603,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,,<{level=100;unitId=60043;advance=14};{level=100;unitId=60552;advance=14};{level=100;unitId=60043;advance=14}>,<{level=100;unitId=183502;advance=15}>,config/portrait/jinglingtouxiang1/img_699_bxjl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_699_bxjl@.png,{y=70;x=0},126,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,100,535,535,,,,9,12,80,12,{23501=0;100=0;5000=0},2730,,,,,,{14=2},{14=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=642;x=1481},{y=982;x=1512},<<929;490>;<1101;506>;<1229;413>;<1404;506>;<1481;642>>,{},,FALSE,0,{}
21604,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,,<{level=102;unitId=50601;advance=14};{level=102;unitId=63282;advance=14};{level=102;unitId=50601;advance=14};{level=102;unitId=63282;advance=14};{level=102;unitId=63282;advance=14}>,<{level=102;unitId=181231;advance=15}>,config/portrait/jinglingtouxiang1/img_244_yd@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_244_yd@.png,{y=70;x=0},126,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,102,542,542,,,,9,12,80,12,{21231=0;100=0;5000=0},2730,,,,,,{14=2},{14=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=891;x=1762},{y=535;x=2108},<<1481;642>;<1481;776>;<1302;921>;<1512;982>;<1600;975>;<1762;891>>,{},,FALSE,0,{}
21605,凛冽冻原,凜冽凍原,Frigid Tundra,Cánh đồng Băng giá,혹한의 동토,Tundra Gelada,ทุ่งทุนดราเยือกแข็ง,,<{level=103;unitId=60571;advance=14};{level=103;unitId=60571;advance=14};{level=103;unitId=63282;advance=14};{level=103;unitId=63282;advance=14}>,<{level=103;unitId=183021;advance=15}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_615_jhxh@.png,{y=70;x=0},126,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,103,549,549,,,,9,12,80,12,{23021=0;100=0;5000=0},2730,,,,,,{14=2},{14=2;12=6},,{},{},1,{},{y=301;x=1708},,<<1762;891>;<2019;745>;<2125;656>;<2108;535>;<1901;577>;<1883;431>;<1708;301>>,{},,FALSE,0,{}
21701,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,,<{level=104;unitId=60053;advance=14};{level=104;unitId=60053;advance=14};{level=104;unitId=60002;advance=14};{level=104;unitId=60002;advance=14}>,<{level=104;unitId=73471;advance=15}>,config/portrait/jinglingtouxiang1/img_692_tbqx@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_692_tbqx@.png,{y=70;x=0},127,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,104,556,556,,,,9,12,80,12,{23471=0;100=0;5000=0},2940,,,,,,{14=2;13=2},{14=2;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=301;x=638},{y=380;x=1041},<<638;301>>,{},,FALSE,0,{}
21702,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,,<{level=106;unitId=60132;advance=14};{level=106;unitId=60472;advance=14};{level=106;unitId=60132;advance=14};{level=106;unitId=60472;advance=14}>,<{level=106;unitId=183351;advance=15}>,config/portrait/jinglingtouxiang1/img_669_hbb@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_669_hbb@.png,{y=70;x=0},127,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,106,563,563,,,,9,12,80,12,{23351=0;100=0;5000=0},2940,,,,,,{14=2;13=2},{14=2;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=642;x=715},{y=459;x=1298},<<638;301>;<892;305>;<1041;380>;<1023;487>;<715;642>>,{},,FALSE,0,{}
21703,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,,<{level=107;unitId=60043;advance=14};{level=107;unitId=60552;advance=14};{level=107;unitId=60043;advance=14}>,<{level=107;unitId=183341;advance=15}>,config/portrait/jinglingtouxiang1/img_667_xss@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_667_xss@.png,{y=70;x=0},127,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,107,570,570,,,,9,12,80,12,{23341=0;100=0;5000=0},2940,,,,,,{14=2;13=2},{14=2;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=489;x=1452},{y=403;x=1947},<<715;642>;<805;675>;<1083;538>;<1119;582>;<1298;459>;<1452;489>>,{},,FALSE,0,{}
21704,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,,<{level=109;unitId=50601;advance=14};{level=109;unitId=63282;advance=14};{level=109;unitId=50601;advance=14};{level=109;unitId=63282;advance=14};{level=109;unitId=63282;advance=14}>,<{level=109;unitId=181171;advance=15}>,config/portrait/jinglingtouxiang1/img_228_dlb@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_228_dlb@.png,{y=70;x=0},127,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,109,577,577,,,,9,12,80,12,{21171=0;100=0;5000=0},2940,,,,,,{14=2;13=2},{14=2;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=538;x=2055},{y=811;x=1581},<<1452;489>;<1626;523>;<1751;470>;<1947;403>;<1958;487>;<2055;538>>,{},,FALSE,0,{}
21705,游乐园,遊樂園,Amusement Park,Công viên Giải trí,놀이공원,Parque de Diversões,สวนสนุก,,<{level=110;unitId=60571;advance=15};{level=110;unitId=60571;advance=15};{level=110;unitId=63282;advance=15};{level=110;unitId=63282;advance=15}>,<{level=110;unitId=181811;advance=16}>,config/portrait/jinglingtouxiang1/img_355_yxl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_355_yxl@.png,{y=70;x=0},127,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,110,584,584,,,,9,12,80,12,{21811=0;100=0;5000=0},2940,,,,,,{14=2;13=2},{14=2;13=4},,{},{},1,{},{y=1089;x=1390},,<<2055;538>;<2022;675>;<1783;793>;<1697;781>;<1581;811>;<1371;857>;<1352;953>;<1435;1023>;<1390;1089>>,{},,FALSE,0,{}
21801,饲育家学校,飼育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,,<{level=111;unitId=60333;advance=15};{level=111;unitId=60333;advance=15}>,<{level=111;unitId=70013;advance=16}>,config/portrait/jinglingtouxiang1/img_6_phl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_6_phl@.png,{y=70;x=0},128,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,111,591,591,,,,9,12,80,12,{5000=0;100=0;20011=0},3150,,,,,,{14=2;13=4},{14=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=246;x=1822},{y=358;x=1456},<<1822;246>>,{},,FALSE,0,{}
21802,饲育家学校,飼育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,,<{level=113;unitId=62012;advance=15};{level=113;unitId=62012;advance=15};{level=113;unitId=60092;advance=15};{level=113;unitId=60092;advance=15}>,<{level=113;unitId=180593;advance=16}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_466_djms@.png,{y=70;x=0},128,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,113,598,598,,,,9,12,80,12,{100=0;20591=0;5000=0},3150,,,,,,{14=2;13=4},{14=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=519;x=1551},{y=867;x=1918},<<1822;246>;<1290;279>;<1456;358>;<1551;519>>,{},,FALSE,0,{}
21803,饲育家学校,飼育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,,<{level=114;unitId=60043;advance=15};{level=114;unitId=60043;advance=15}>,<{level=114;unitId=180053;advance=16}>,config/portrait/jinglingtouxiang1/img_18_dbn@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_18_dbn@.png,{y=70;x=0},128,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,114,605,605,,,,9,12,80,12,{20051=0;100=0;5000=0},3150,,,,,,{14=2;13=4},{14=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=960;x=1733},{y=852;x=1302},<<1551;519>;<1674;462>;<2019;599>;<2119;709>;<1918;867>;<1733;960>>,{},,FALSE,0,{}
21804,饲育家学校,飼育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,,<{level=116;unitId=50593;advance=15};{level=116;unitId=50092;advance=15};{level=116;unitId=60593;advance=15};{level=116;unitId=60092;advance=15}>,<{level=116;unitId=180883;advance=16}>,config/portrait/jinglingtouxiang1/img_181_dl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_181_dl@.png,{y=70;x=0},128,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,116,612,612,,,,9,12,80,12,{20881=0;100=0;5000=0},3150,,,,,,{14=2;13=4},{14=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=762;x=1060},{y=598;x=631},<<1733;960>;<1529;906>;<1440;960>;<1302;852>;<1060;762>>,{},,FALSE,0,{}
21805,饲育家学校,飼育家學校,Breeder School,Trường học Người nhân giống,사육사 학교,Escola de Criadores,โรงเรียนผู้เพาะพันธุ์,,<{level=117;unitId=61252;advance=15};{level=117;unitId=61252;advance=15}>,<{level=117;unitId=180393;advance=16}>,config/portrait/jinglingtouxiang1/img_94_gg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_94_gg@.png,{y=70;x=0},128,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,117,619,619,,,,9,12,80,12,{20391=0;100=0;5000=0},3150,,,,,,{14=2;13=4},{14=4},,{},{},1,{},{y=1051;x=680},,<<1060;762>;<974;599>;<842;569>;<631;598>;<537;670>;<590;788>;<646;878>;<590;1004>;<680;1051>>,{},,FALSE,0,{}
21901,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,,<{level=118;unitId=60061;advance=15};{level=118;unitId=61902;advance=15};{level=118;unitId=63543;advance=15};{level=118;unitId=63351;advance=15}>,<{level=118;unitId=70023;advance=16}>,config/portrait/jinglingtouxiang1/img_9_sjg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_9_sjg@.png,{y=70;x=0},129,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,118,626,626,,,,9,12,80,12,{5000=0;100=0;20021=0},3360,,,,,,{14=4},{14=4;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=747;x=2071},{y=331;x=1747},<<2071;747>>,{},,FALSE,0,{}
21902,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,,<{level=120;unitId=60121;advance=15};{level=120;unitId=60371;advance=15};{level=120;unitId=60071;advance=15};{level=120;unitId=61252;advance=15}>,<{level=120;unitId=180572;advance=16}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_212_jqtl@.png,{y=70;x=0},129,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,120,633,633,,,,9,12,80,12,{100=0;20571=0;5000=0},3360,,,,,,{14=4},{14=4;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=349;x=1417},{y=444;x=776},<<2071;747>;<1914;683>;<1914;581>;<1782;540>;<1687;478>;<1838;359>;<1747;331>;<1561;289>;<1417;349>>,{},,FALSE,0,{}
21903,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,,<{level=121;unitId=61903;advance=15};{level=121;unitId=61501;advance=15};{level=121;unitId=60282;advance=15}>,<{level=121;unitId=180273;advance=16}>,config/portrait/jinglingtouxiang1/img_68_gl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_68_gl@.png,{y=70;x=0},129,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,121,640,640,,,,9,12,80,12,{5000=0;100=0;20271=0},3360,,,,,,{14=4},{14=4;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=549;x=625},{y=663;x=1015},<<1417;349>;<1302;262>;<1034;345>;<923;420>;<776;444>;<759;518>;<625;549>>,{},,FALSE,0,{}
21904,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,,<{level=123;unitId=50171;advance=15};{level=123;unitId=60464;advance=15};{level=123;unitId=53302;advance=15};{level=123;unitId=63561;advance=15};{level=123;unitId=60111;advance=15}>,<{level=123;unitId=180283;advance=16}>,config/portrait/jinglingtouxiang1/img_71_dsh@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_71_dsh@.png,{y=70;x=0},129,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,123,647,647,,,,9,12,80,12,{20281=0;100=0;5000=0},3360,,,,,,{14=4},{14=4;13=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=942;x=971},{y=788;x=1402},<<625;549>;<770;629>;<856;631>;<1015;663>;<971;942>>,{},,FALSE,0,{}
21905,马戏团,馬戲團,Circus,Rạp xiếc,서커스단,Circo,คณะละครสัตว์,,<{level=124;unitId=60632;advance=15};{level=124;unitId=60132;advance=15};{level=124;unitId=60093;advance=15};{level=124;unitId=63502;advance=15}>,<{level=124;unitId=180603;advance=16}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_467_yzys@.png,{y=70;x=0},129,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,124,654,654,,,,9,12,80,12,{100=0;20601=0;5000=0},3360,,,,,,{14=4},{14=4;13=4},,{},{},1,{},{y=1066;x=1302},,<<971;942>;<1204;774>;<1402;788>;<1484;950>;<1458;1036>;<1302;1066>>,{},,FALSE,0,{}
22001,暗影山,暗影山,Shadow Mountain,Núi Bóng tối,그림자 산,Montanha das Sombras,ภูเขาเงา,,<{level=126;unitId=63303;advance=20};{level=126;unitId=63021;advance=20};{level=126;unitId=61812;advance=20};{level=126;unitId=60273;advance=20}>,<{level=126;unitId=70222;advance=22}>,config/portrait/jinglingtouxiang1/img_55_gdy@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_55_gdy@.png,{y=70;x=0},130,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,126,666,666,,,,9,12,80,12,{20221=0;100=0;5000=0},3570,,,,,,{14=4;13=2},{14=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=267;x=1365},{y=373;x=854},<<1365;267>>,{},,FALSE,0,{}
22002,暗影山,暗影山,Shadow Mountain,Núi Bóng tối,그림자 산,Montanha das Sombras,ภูเขาเงา,,<{level=127;unitId=60052;advance=20};{level=127;unitId=60272;advance=20};{level=127;unitId=62633;advance=20};{level=127;unitId=63352;advance=20}>,<{level=127;unitId=180242;advance=22}>,config/portrait/jinglingtouxiang1/img_59_fsg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_59_fsg@.png,{y=70;x=0},130,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,127,673,673,,,,9,12,80,12,{5000=0;100=0;20241=0},3570,,,,,,{14=4;13=2},{14=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=426;x=661},{y=747;x=713},<<1365;267>;<1234;385>;<1121;419>;<1009;323>;<854;373>;<661;426>>,{},,FALSE,0,{}
22003,暗影山,暗影山,Shadow Mountain,Núi Bóng tối,그림자 산,Montanha das Sombras,ภูเขาเงา,,<{level=128;unitId=63411;advance=20};{level=128;unitId=63301;advance=20};{level=128;unitId=63541;advance=20}>,<{level=128;unitId=182843;advance=22}>,config/portrait/jinglingtouxiang1/img_576_gdxj@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_576_gdxj@.png,{y=70;x=0},130,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,128,680,680,,,,9,12,80,12,{22841=0;100=0;5000=0},3570,,,,,,{14=4;13=2},{14=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=859;x=999},{y=673;x=1490},<<661;426>;<529;533>;<511;662>;<418;824>;<551;759>;<713;747>;<999;859>>,{},,FALSE,0,{}
