变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,na
3611180,伊裴尔塔尔,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,wujianshalu,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wjsl.png,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=42;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=1;holder=13;cfgId=3611184}>>;nodeId=1};{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=42;funcArgs=<<{prob=lessE(target2:hp()/target2:BhpMax(),0.25) and 1 or 0;caster=2;value=1;lifeRound=1;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.egg_chaopin_fly_bingzhu_shengxiu_oc()})};cfgId=3611181}>;<{prob=( (not self:hasBuffGroup(c.yingkong_oc())) and target2:hasBuff(3611181) and (not self:hasBuff(3611195))) and 1 or 0;caster=2;value=1;lifeRound=1;holder={input=enemyForce|nodead;process=buffDiffer('id',{3611181})|random(1)};cfgId=3611182}>;<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=3611196}>>;nodeId=2};{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;triggerPoint=2;funcArgs=<<{prob=more(self:getBuffOverlayCount(3611185),1) and 1 or 0;caster={input=enemyForce|nodead;process=buffDifferExclude('group',{c.miansi_egg_chaopin_fly_bingzhu_oc()})|attr(""hp"",""max"",1)};value=(self2:flag(99) and target2:BhpMax() or self2:BhpMax())*0.15;lifeRound=2;holder=2;cfgId=3611188}>;<{prob=more(self:getBuffOverlayCount(3611185),0) and 1 or 0;caster={input=enemyForce|nodead;process=buffDifferExclude('group',{c.miansi_egg_chaopin_fly_bingzhu_oc()})|attr(""hp"",""max"",1)};value=(self2:flag(99) and target2:BhpMax() or self2:BhpMax())*0.15;lifeRound=2;holder=2;cfgId=3611188}>;<{prob=more(self:getBuffOverlayCount(3611185),1) and 1 or 0;caster=2;value=(target2:flag(99) and -self2:BhpMax() or -target2:BhpMax())*0.15;lifeRound=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.miansi_egg_chaopin_fly_bingzhu_oc()})|attr(""hp"",""max"",1)};cfgId=3611189}>;<{prob=more(self:getBuffOverlayCount(3611185),0) and 1 or 0;caster=2;value=(target2:flag(99) and -self2:BhpMax() or -target2:BhpMax())*0.15;lifeRound=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.miansi_egg_chaopin_fly_bingzhu_oc()})|attr(""hp"",""max"",1)};cfgId=3611189}>;<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=3611192}>>;nodeId=3}>",,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
3611181,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611182,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{prob=more(self2:getBuffOverlayCount(3611185),0) and 1 or 0;caster=2;value=<list(1,0,0);1;1>;lifeRound=1;holder=2;cfgId=3611183}>>;nodeId=1}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
3611183,伊裴尔塔尔,,,,assistAttack,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,"<{input=enemyForce|nodead;process=buffDiffer('id',{3611182})|random(1)}>",0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611184,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<3611181;3611182>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611185,伊裴尔塔尔,,,,buff1,,,2,3611185,101,0,<>,<>,<>,2,2,,TRUE,battle/buff_icon/logo_wjsl.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611186,伊裴尔塔尔,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=7;funcArgs=<<{prob=0;caster=2;value=<0.25+0.1*to10(moreE(self:star(),11));0;1>;lifeRound=3;holder=8;cfgId=3611171}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=3611191}>>;nodeId=1;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2};{effectFuncs=<castBuff>;triggerPoint=5;funcArgs=<<{caster=2;value=<list(36111);list(36117)>;lifeRound=1;holder=2;cfgId=3611193}>>;nodeId=2;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2};{effectFuncs=<castBuff;castBuff;castBuff;castBuff>;triggerPoint=8;funcArgs=<<{prob=to10(moreE(self:star(),11));caster=2;value=-self:curSkill():getTotalDamage()*0.4;lifeRound=2;holder=8;cfgId=3611190}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=3611187}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=3611194}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=3611195}>>;nodeId=3;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611187,伊裴尔塔尔,,,,buff1,,,1,80014,101,0,<>,<>,<1;1;1>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611188,伊裴尔塔尔,,,,addHpMax,,,1,0,206,0,<>,<>,<>,8,50,,TRUE,battle/buff_icon/logo_smsx_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_smsxtg.png,12,,<{effectHp=true;effectBackNone=false}>,,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611189,伊裴尔塔尔,,,,addHpMax,,,1,191,207,0,<>,<>,<>,8,50,,TRUE,battle/buff_icon/logo_smsx_down.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_smsxjd.png,12,,<{effectHp=true;effectBackNone=true}>,,0,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611190,伊裴尔塔尔,,,,addHpMax,,,1,191,102,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_smsx_down.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_smsxjd.png,12,,<{effectHp=false;effectBackNone=true}>,,0,1,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
3611191,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_lyswzy.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611192,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<3611185>,<>,0,999999,pt,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611193,伊裴尔塔尔,,,,replaceSkill,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611194,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<3611193>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611195,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<3611183>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611196,伊裴尔塔尔,,,,buff1,,,1,0,101,0,<>,<3611195>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3611201,哲尔尼亚斯,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=(moreE(self:star(),11)  and target2:hasBuff(3601133) and less(self:getBuffOverlayCount(3611203),3)) and 1 or 0;caster=2;value=self:BhpMax()*0.05;lifeRound=1;holder=11;cfgId=3601138}>;<{bond=1;prob=moreE(self:star(),11)and 1 or 0;caster=2;value=0;lifeRound=99;cfgId=3611203;holder=2}>>;nodeId=1}>",,2,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611202,哲尔尼亚斯,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=(moreE(self:star(),11)  and target2:hasBuff(3601133) and less(self:getBuffOverlayCount(3611204),3)) and 1 or 0;caster=2;value=self:BhpMax()*0.05;lifeRound=1;holder=11;cfgId=3601138}>;<{bond=1;prob=moreE(self:star(),11)and 1 or 0;caster=2;value=0;lifeRound=99;cfgId=3611204;holder=2}>>;nodeId=1}>",,2,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611203,哲尔尼亚斯,,,,buff1,,,1,0,101,0,<>,<>,<>,2,99,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611204,哲尔尼亚斯,,,,buff1,,,1,0,101,0,<>,<>,<>,2,99,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611206,哲尔尼亚斯,,,,immuneDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,0,,,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3611207,哲尔尼亚斯,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621001,基格尔德Z神jged,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=10;nodeId=1;funcArgs=<<{prob=self2:hasBuff(3624001) and 1 or 0;caster=7;value=<list(1,0,0);1;0;1>;lifeRound=1;holder=1;cfgId=3621002}>>;extraAttackTrigger=2};{effectFuncs=<castBuff>;triggerPoint=45;funcArgs=<<{prob=1;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3621001,3622001})|frontRowRandom(1)};cfgId=3623842}>>;nodeId=2}>",,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621002,基格尔德Z神jged,,,,counterAttack,,,1,3621001,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621111,Z,,,,speed,,,2,1201,101,0,<>,<>,<>,2,1,,TRUE,battle/buff_icon/logo_sd_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621112,Z,,,,damage,,,1,1202,101,0,<>,<>,<>,2,1,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621211,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=5;funcArgs=<<{prob=1;caster=2;value=<list(1,0,0);1;1>;lifeRound=1;holder=2;cfgId=3621212}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621212,Z,,,,inviteAttack,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<1>,"<{input=selfForce()|nodead;process=exclude(list(csvSelf:id()))|buffDiffer('id',{3621001})}>",0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621611,Z,,,,silence,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<0;1>,,1,1,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff>;triggerPoint=34;funcArgs=<<{prob=1;caster=2;value=4000;lifeRound=99;holder=2;cfgId=3621612}>;<{prob=1;caster=2;value=4000;lifeRound=99;holder=2;cfgId=3621613}>>;onSomeFlag=<moreE(self:mp1(),1000)>;nodeId=1};{effectFuncs=<castBuff;castBuff>;triggerPoint=5;funcArgs=<<{prob=1;caster=2;value=4000;lifeRound=99;holder=2;cfgId=3621612}>;<{prob=1;caster=2;value=4000;lifeRound=99;holder=2;cfgId=3621613}>>;nodeId=2;onSomeFlag=<moreE(self:mp1(),1000)>;extraAttackTrigger=2}>",,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621612,Z,,,,suckBlood,,,1,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_xx.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621613,Z,,,,trueDamageAdd,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621614,Z,,,,alterDmgRecordVal,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,"<{finalRate=<setValue(list(""finalDamageSub""),((getGateType() ~= 10 and getGateType() ~= 14 and attacker:hasBuff(3624001) and (arg.from==1)) and list(target:finalDamageSub()*10000+4000) or ((attacker:hasBuff(3624001) and (arg.from==1)) and list(target:finalDamageSub()*10000+3000) or list(target:finalDamageSub()*10000))))>}>",,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621711,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,<{effectFuncs=<castBuff>;triggerPoint=35;funcArgs=<<{caster=2;value=<0;3621;1;1>;lifeRound=1;holder=2;cfgId=3621712}>>;onSomeFlag=<trigger.buffCfgId==3622612 and not isSoloFightType()>;nodeId=1}>,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621712,Z,,,,frontStage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621810,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,<{effectFuncs=<castBuff>;triggerPoint=2;funcArgs=<<{prob=1;caster=2;value=0;lifeRound=99;holder=1;cfgId=3621811}>>;nodeId=1}>,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621811,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=moreE(countObjByBuff(self:force(),{3622001}),1) and 1 or 0;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3622001})|frontRowRandom(1)};cfgId=3621812}>;<{prob=moreE(countObjByBuff(self:force(),{3622001}),1) and 0 or 1;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3621001})|random(1)};cfgId=3621816}>>;onSomeFlag=<target:hasBuff(3623811) and target:getBuff(3623811):getCaster():hasBuff(3623817)>;nodeId=1}>",,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3621812,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=<self:id();3623;1;1>;lifeRound=1;holder=2;cfgId=3621814}>;<{prob=(self:getSummonGroup() == target2:getSummonGroup()) and 1 or 0;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3621001,3622001})};cfgId=3621815}>>;nodeId=1}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
3621813,Z,,,,removeObj,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621814,Z,,,,frontStage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621815,Z,,,,buff1,,,1,0,101,0,<>,<3241182>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{caster=1;value=<1;1>;lifeRound=1;holder=1;cfgId=3621813}>;<{caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=random(1)};cfgId=3624001}>;<{prob=target:hasBuff(3622001) and 1 or 0;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=random(1)};cfgId=3624001}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3621816,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=<self:id();3622;1;1>;lifeRound=1;holder=2;cfgId=3621814}>;<{prob=(self:getSummonGroup() == target2:getSummonGroup()) and 1 or 0;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3621001,3622001})};cfgId=3621815}>>;nodeId=1}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
3622001,Z,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=14;nodeId=1;funcArgs=<<{prob=target2:hasBuff(3624001) and 1 or 0;caster=2;value=min(self2:getBuff(3623003):getValue()*0.15,target2:hp()*0.2)*((target2:nature(1)==10 or target2:nature(2)==10) and 1.3 or 1)*(lessE(target2:hp()/target2:hpMax(),0.5) and self:flagZ2() and 2 or 1);lifeRound=3;holder=15;cfgId=3622212}>>;extraAttackTrigger=2};{effectFuncs=<castBuff>;triggerPoint=45;funcArgs=<<{prob=1;caster=2;value=0;lifeRound=1;holder={input=selfForce()|nodead;process=buffDiffer('id',{3621001,3622001})|frontRowRandom(1)};cfgId=3623842}>>;nodeId=2}>",,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
3622111,Z,,,,damage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3622112,Z,,,,damageSub,,,2,1203,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjm_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjmtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3622211,Z,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{processId=10;noDamageRecord=true}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3622212,Z,,,,buffDamage,,,1,1501,302,0,<>,<>,<>,6,3,,TRUE,battle/buff_icon/logo_sgdj.png,0,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sgdj.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
3622213,Z,,,,buffDamage,,,1,1501,302,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=2;processId=15}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
