变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
53211,莱希拉姆·Z觉醒碎片,萊希拉姆·Z招式碎片,Reshiram Z-Move Shard,Mảnh Z-招式 của Reshiram,레시라姆 Z이로치 조각,<cn;tw;en;vn;th;kr>,3211,config/portrait/jinglingtouxiang/img_643_lxlm@.png,用于提升莱希拉姆的Z觉醒养成,提升萊希拉姆Z招式養成的道具,Item for raising the Z-Move power of Reshiram,레시라姆의 Z 기술 강화 아이템,用于提升莱希拉姆的Z觉醒养成,提升萊希拉姆Z招式養成的工具,Item for raising the Z-Move power of Reshiram,레시라姆의 Z 기술을 강화하는 아이템,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53221,捷克罗姆·Z觉醒碎片,捷克羅姆Z招式碎片,Z-Move Shard: Genesect,Mảnh Z-Move: Genesect,Z이동 조각: 제크롬,<cn;tw;en;vn;th;kr>,3221,config/portrait/jinglingtouxiang/img_644_jklm@.png,用于提升捷克罗姆的Z觉醒养成,提升捷克羅姆Z招式的培育,Raising Z-Move power for Zekrom,제크롬의 Z기술 육성,用于提升捷克罗姆的Z觉醒养成,提升捷克羅姆Z招式的培育,Raising Z-Move power for Zekrom,제크롬의 Z 기술 강화 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53231,土地云·Z觉醒碎片,土地雲·Z招式碎片,Landorus-Therian Z-Move Shard,Mảnh Z-Move của Thổ Vân · Hình thái Z,랜드로스-토네이도 Z기술 조각,<cn;tw;en;vn;th;kr>,3231,config/portrait/jinglingtouxiang/img_645_tdy@.png,用于提升土地云的Z觉醒养成,提升土地雲Z招式養成的工具,Items to boost Landorus-Therian's Z-Move training,랜드로스-토템의 Z기술 훈련을 강화하는 아이템,用于提升土地云的Z觉醒养成,提升土地雲Z招式養成的工具,Tool for raising Landorus's Z-Move,랜드로스의 Z기술을 강화하는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53241,酋雷姆·Z觉醒碎片,酋雷姆Z招式碎片,Kyurem Z-Move Shard,Mảnh Z-Move của Kyurem,큐레무 Z이로움 조각,<cn;tw;en;vn;th;kr>,3241,config/portrait/jinglingtouxiang/img_646_qlm@.png,用于提升酋雷姆的Z觉醒养成,提升酋雷姆Z招式的培育,Raising Kyurem's Z-Move,큐레무의 Z 기술 육성,用于提升酋雷姆的Z觉醒养成,提升酋雷姆Z招式的培育,Raising Kyurem's Z-Move,큐레무의 Z 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53244,暗黑酋雷姆·Z觉醒碎片,暗黑酋雷姆·Z招式碎片,Darkrai Z-Move Shard,Mảnh Z-Move của Darkrai,다크라이 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3244,config/portrait/jinglingtouxiang/img_646_ahqlm@.png,用于提升暗黑酋雷姆的Z觉醒养成,提升暗黑酋雷姆Z招式養成的工具,Tool for raising Darkrai's Z-Move,다크라이의 Z기술을 강화하는 도구,用于提升暗黑酋雷姆的Z觉醒养成,提升暗黑酋雷姆Z招式的培育,Raising Darkrai's Z-Move,다크라이의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53251,凯路迪欧·Z觉醒碎片,凱路迪歐·Z招式碎片,Keldeo Z-Move Shard,Mảnh Z-Move của Keldeo,켈디오 Z이어 샤드,<cn;tw;en;vn;th;kr>,3251,config/portrait/jinglingtouxiang/img_647_kldo@.png,用于提升凯路迪欧的Z觉醒养成,提升凱路迪歐Z招式養成的工具,Item for powering up Keldeo's Z-Move,켈디오의 Z 기술을 강화하는 아이템,用于提升凯路迪欧的Z觉醒养成,提升凱路迪歐Z招式的培育,Raising Keldeo's Z-Move,켈디오의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53252,凯路迪欧-觉悟·Z觉醒碎片,凱路迪歐-覺悟．Z招式碎片,Keldeo-Resolve Z-Move Shard,Keldeo-Quyết Tâm Mảnh Z-Chiêu,켈디오-각오 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3251,config/portrait/jinglingtouxiang/img_647_kldojwxt@.png,用于提升凯路迪欧-觉悟的Z觉醒养成,提升凱路迪歐覺悟的Z招式培育,Z-Move training to enhance Keldeo's Awakening,켈디오 각성을 향상시키기 위한 Z 기술 훈련,用于提升凯路迪欧-觉悟的Z觉醒养成,提升凱路迪歐覺悟的Z招式培育,Z-Move training to enhance Keldeo's Awakening,켈디오 각성을 강화하는 Z이동 훈련,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53261,美洛耶塔·歌声形态·Z觉醒碎片,美洛耶塔・歌聲形態・Z招式碎片,Meloetta (Aria Forme) Z-Move Shard,Meloetta (Hình dạng Aria) Mảnh Z-Move,멜로엣타(아리아 포름) Z기술 조각,<cn;tw;en;vn;th;kr>,3261,config/portrait/jinglingtouxiang/img_648_mlytgsxt@.png,用于提升美洛耶塔·歌声形态的Z觉醒养成,提升美洛耶塔歌聲型態Z招式之培育,Raising Z-Moves for Meloetta's Aria Forme,멜로엣타 아리아 포름의 Z기술 육성,用于提升美洛耶塔·歌声形态的Z觉醒养成,提升美洛耶塔歌聲型態的Z招式培育,Z-Move training for Meloetta's Aria Forme,멜로엣타 아리아 포름의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53271,盖诺赛克特·Z觉醒碎片,蓋諾賽克特Z招式碎片,Genesect Z-Move Shard,Mảnh Z-Move Genesect,Genesect Z이벨 샤드,<cn;tw;en;vn;th;kr>,3271,config/portrait/jinglingtouxiang/img_649_gnskt@.png,用于提升盖诺赛克特的Z觉醒养成,提升蓋諾賽克特的Z招式培育,Used to enhance the Z-Move training of Genesect,게노세크트의 Z 기술 훈련 향상에 사용됩니다.,用于提升盖诺赛克特的Z觉醒养成,用於提升蓋諾賽克特的Z招式養成,For raising the Z-Move of Genesect,게노세크트의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53281,哈力栗·Z觉醒碎片,哈力栗·Z究極碎片,Hariyama Z-Move Shard,Mảnh Z-Move của Hariyama,해리야마 Z기술 조각,<cn;tw;en;vn;th;kr>,3281,config/portrait/jinglingtouxiang/img_650_hll@.png,用于提升哈力栗的Z觉醒养成,提升哈力栗Z招式的培育,Raising Hariyama's Z-Move,해리야마의 Z기술 육성,用于提升哈力栗的Z觉醒养成,提升哈力栗Z招式養成的工具,Tool for raising Hariyama's Z-Move power,해리야마의 Z 기술 육성을 위한 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53291,火狐狸·Z觉醒碎片,火狐狸·Z招式碎片,Cinderace Z-Move Shard,Mảnh Z-Chiêu của Cinderace,불비달마 Z이상의 파편,<cn;tw;en;vn;th;kr>,3291,config/portrait/jinglingtouxiang/img_653_hhl@.png,用于提升火狐狸的Z觉醒养成,提升火狐狸Z招式的培育,Raising a Fire Fox's Z-Move,불여우의 Z기술 육성,用于提升火狐狸的Z觉醒养成,提升火狐狸Z招式的培育,Raising Fire Fox's Z-Move,불여우의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53301,呱呱泡蛙·Z觉醒碎片,呱呱泡蛙Z招式碎片,Greninja Z-Move Shard,Mảnh Z-Move của Greninja,그렌이가 Z무브 조각,<cn;tw;en;vn;th;kr>,3301,config/portrait/jinglingtouxiang/img_656_ggpw@.png,用于提升呱呱泡蛙的Z觉醒养成,提升呱呱泡蛙Z招式的培育,Raising a Greninja's Z-Move,그레닌자의 Z기술 육성,用于提升呱呱泡蛙的Z觉醒养成,提升呱呱泡蛙Z招式的培育,Raising a Greninja's Z-Move,개굴닌자의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53304,小智版甲贺忍蛙Z觉醒碎片,小智版甲賀忍蛙Z招式碎片,Ash-Greninja Z-Move Shard,Mảnh Z-Move của Greninja phiên bản Satoshi,지우의 닌자 개구마 Z기술 조각,<cn;tw;en;vn;th;kr>,3304,config/portrait/jinglingtouxiang/img_658_xzbjhrw@.png,用于提升小智版甲贺忍蛙Z觉醒养成,提升小智版甲賀忍蛙Z招式養成,Raising the power of Ash's Greninja's Z-Move,지우의 그레닌자 Z이동 강화 육성,用于提升小智版甲贺忍蛙Z觉醒养成,用於提升小智版甲賀忍蛙Z招式強度,For enhancing Ash's Greninja's Z-Move power,지우의 그렌이가의 Z기술 강화를 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53341,小狮狮·Z觉醒碎片,小獅獅·Z招式碎片,Stufful Z-Move Shard,Mảnh Z-Move của Stufful,Stufful Z기술 조각,<cn;tw;en;vn;th;kr>,3341,config/portrait/jinglingtouxiang/img_667_xss@.png,用于提升小狮狮的Z觉醒养成,提升小獅獅Z招式養成,Raising a Litten's Z-Move,리틀리의 Z기술 육성,用于提升小狮狮的Z觉醒养成,用於提升小獅獅的Z招式養成,For improving the Z-Move training of Rowlet,모구리의 Z기술 훈련 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53351,花蓓蓓·Z觉醒碎片,花蓓蓓·Z招式碎片,Floette Z-Move Shard,Mảnh Z-招式 Floette,플로엣 Z이상한 기술 조각,<cn;tw;en;vn;th;kr>,3351,config/portrait/jinglingtouxiang/img_669_hbb@.png,用于提升花蓓蓓的Z觉醒养成,提升花蓓蓓Z招式的培育,Raising a Flabebe with a Z-Move,플라베베의 Z기술 육성,用于提升花蓓蓓的Z觉醒养成,提升花蓓蓓Z招式的培育,Raising a Florges' Z-Move,플로르게스의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53411,独剑鞘·Z觉醒碎片,獨劍鞘·Z招式碎片,Aegislash Z-Move Shard,Mảnh Z-Move của Aegislash,애기라스 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3411,config/portrait/jinglingtouxiang/img_679_djq@.png,用于提升独剑鞘的Z觉醒养成,提升獨劍鞘Z招式的培育,Raising a Solgaleo with a Z-Move,Z 기술을 가진 루카리오 육성,用于提升独剑鞘的Z觉醒养成,提升獨劍鞘Z招式的培育,Raising the Z-Move of the lone Solgaleo,외로운 솔가레오의 Z이벨츠 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53431,绵绵泡芙·Z觉醒碎片,綿綿泡芙·Z招式碎片,Fluffy Puff Z-Move Shard,Mảnh Z-Move của Siêu Bông Bạch Tuyết,솜솜푸딩 Z이벨 샤드,<cn;tw;en;vn;th;kr>,3431,config/portrait/jinglingtouxiang/img_684_mmpf@.png,用于提升绵绵泡芙的Z觉醒养成,用於提升綿綿泡芙的Z招式養成,For raising the Z-Move of a Fluffy Puff,솜솜코튼의 Z기술 육성을 위한,用于提升绵绵泡芙的Z觉醒养成,用於提升綿綿泡芙的Z招式養成,For improving the Z-Move training of Meringue Puff,메랭 퍼프의 Z기술 훈련 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
53471,铁臂枪虾·Z觉醒碎片,鐵臂槍蝦 Z 覺醒碎片,Clawitzer Z-Move Shard,Mảnh Z-Move của Clawitzer,클레피크 Z이동 조각,<cn;tw;en;vn;th;kr>,3471,config/portrait/jinglingtouxiang/img_692_tbqx@.png,用于提升铁臂枪虾的Z觉醒养成,提升鐵臂槍蝦Z招式養成的工具,Tool for raising the Iron Defense Z-Move,강철주먹 쉬림프 Z이벨트 육성 도구,用于提升铁臂枪虾的Z觉醒养成,提升鐵臂槍蝦Z招式養成,Raising Iron Hands Clauncher's Z-Move,강철 꼬리치레의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53501,冰雪龙·Z觉醒碎片,冰雪龍·Z招式碎片,Ice-type Dragon Z-Move Shard,Mảnh Z-Move của loại Rồng Băng,얼음/드래곤 Z 기술 조각,<cn;tw;en;vn;th;kr>,3501,config/portrait/jinglingtouxiang/img_698_bxl@.png,用于提升冰雪龙的Z觉醒养成,提升冰雪龍Z招式養成的工具,Item for raising Ice Rider's Z-Move power,얼음 라이더의 Z 기술을 강화하는 아이템,用于提升冰雪龙的Z觉醒养成,提升冰雪龍Z招式養成的工具,Tool for enhancing Ice Rider Calyrex's Z-Move growth,얼음 골렘 칼렉스의 Z기술 성장을 향상시키는 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53511,摔角鹰人·Z觉醒碎片,摔角鷹人·Z招式碎片,Talonflame Z-Move Shard,Mảnh Z-招式 của Talonflame,탈론플레임 Z 기술 조각,<cn;tw;en;vn;th;kr>,3511,config/portrait/jinglingtouxiang/img_701_sjyr@.png,用于提升摔角鹰人的Z觉醒养成,用於提升摔角鷹人的Z招式養成,For raising the wrestling eagle's Z-Move growth,레슬링 이글의 Z기술 성장을 향상시키기 위한,用于提升摔角鹰人的Z觉醒养成,用於提升摔角鷹人的Z招式培養,Used to enhance the training of the Hawlucha's Z-Move.,루차불의 Z기술 육성을 향상시키는 데 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53541,黏黏宝·Z觉醒碎片,黏黏寶·Z招式碎片,Slurpuff Z-Move Shard,Mảnh Z-Move của Slurpuff,슬리퍼 Z기술 조각,<cn;tw;en;vn;th;kr>,3541,config/portrait/jinglingtouxiang/img_704_nnb@.png,用于提升黏黏宝的Z觉醒养成,提升黏黏寶Z招式養成的工具,Tool for raising Glalie's Z-Move power,글레이시아의 Z기술을 강화하는 도구,用于提升黏黏宝的Z觉醒养成,提升黏黏寶Z招式的培育,Raising a Slurpuff's Z-Move,슬리퍼의 Z이벨 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53561,小木灵·Z觉醒碎片,小木靈·Z招式碎片,Rowlet Z-Move Shard,Mảnh Z-Move của Rowlet,모크로 Z이동 조각,<cn;tw;en;vn;th;kr>,3561,config/portrait/jinglingtouxiang/img_708_xml@.png,用于提升小木灵的Z觉醒养成,用於提升小木靈的Z招式養成,For raising the Z-Move power of the small Wisp,작은 스프라이가티토의 Z 기술 육성을 위한,用于提升小木灵的Z觉醒养成,用於提升小木靈的Z招式養成,For raising the Z-Move growth of small sprites,작은 요정의 Z 기술 성장을 높이기 위한,3,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53591,嗡蝠·Z觉醒碎片,嗡蝠Z招式碎片,Buzzwole Z-Move Shard,Mảnh Z-Move của Buzzwole,버즈볼 Z이동 조각,<cn;tw;en;vn;th;kr>,3591,config/portrait/jinglingtouxiang/img_714_wf@.png,用于提升嗡蝠的Z觉醒养成,提升嗡蝠Z招式養成的工具,Item for powering up Noivern's Z-Move,노이번의 Z 기술을 강화하는 아이템,用于提升嗡蝠的Z觉醒养成,提升嗡蝠Z招式養成的工具,Item to boost Noivern's Z-Move power,노이번의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53601,哲尔尼亚斯·Z觉醒碎片,哲爾尼亞斯Z招式碎片,Xerneas Z-Move Shard,Mảnh Z-招式 Xerneas,제르네아스 Z이팩트 조각,<cn;tw;en;vn;th;kr>,3601,config/portrait/jinglingtouxiang/img_716_zenys@.png,用于提升哲尔尼亚斯的Z觉醒养成,用於提升哲爾尼亞斯的Z招式培養,Used to enhance Xerneas's Z-Move cultivation.,제르네아스의 Z기술 연마에 사용됩니다.,用于提升哲尔尼亚斯的Z觉醒养成,用於提升哲爾尼亞斯的Z招式養成,Used to enhance Xerneas's Z-Move development,제르네아스의 Z 기술 개발 향상에 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53611,伊裴尔塔尔·Z觉醒碎片,伊裴爾塔爾·Z招式碎片,Zygarde Z-Move Shard,Mảnh Z-Move của Zygarde,지가르데 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3611,config/portrait/jinglingtouxiang/img_717_ypete@.png,用于提升伊裴尔塔尔的Z觉醒养成,用於提升伊裴爾塔爾的Z招式培養,For enhancing the Z-Move training of Calyrex,칼렉스의 Z기술 훈련 향상을 위한,用于提升伊裴尔塔尔的Z觉醒养成,用於提升伊裴爾塔爾的Z招式養成,Used to enhance the Z-Move training of Yveltal.,이벨타르의 Z기술 훈련을 향상시키는 데 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
