变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,vip
10854,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10855,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6192=30},
10856,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10857,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6192=40},
10858,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10859,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6192=50},
10860,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10861,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6192=60},
,,,,,,,,,,,,,,
10870,限时宝箱-充值送-5000档位,10058,22,60,,充值60钻石,儲值60鑽石,Purchase 60 Diamonds,Purchase 60 Diamonds,60다이아 충전,Compre 60 diamantes,ซื้อเพชร 60 เม็ด,{gold=60000;2102=10;rmb=60;14=10},
10871,限时宝箱-充值送-5000档位,10058,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=60000;2102=10;5000=30;14=10},
10872,限时宝箱-充值送-5000档位,10058,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=60000;2102=10;930=30;14=10},
10873,限时宝箱-充值送-5000档位,10058,22,980,,充值980钻石,儲值980鑽石,Purchase 980 Diamonds,Purchase 980 Diamonds,980다이아 충전,Compre 980 diamantes,ซื้อเพชร 980 เม็ด,{gold=80000;902=20;2103=10;14=15},
10874,限时宝箱-充值送-5000档位,10058,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=80000;502=15;2103=10;14=15},
10875,限时宝箱-充值送-5000档位,10058,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=100000;902=30;2103=10;14=15},
10876,限时宝箱-充值送-5000档位,10058,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{gold=100000;502=30;6053=1;14=20},
10877,限时宝箱-充值送-5000档位,10058,22,9680,,充值9680钻石,儲值9680鑽石,Purchase 9680 Diamonds,Purchase 9680 Diamonds,9680다이아 충전,Compre 9680 diamantes,ซื้อเพชร 9680 เม็ด,{gold=120000;501=5;6052=1;14=20},
10878,限时宝箱-充值送-5000档位,10058,22,12000,,充值12000钻石,儲值12000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,12000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=120000;902=50;6054=1;14=30},
10879,限时宝箱-充值送-5000档位,10058,22,15000,,充值15000钻石,儲值15000鑽石,Purchase 15000 Diamonds,Purchase 15000 Diamonds,15000다이아 충전,Compre 15000 diamantes,"ซื้อเพชร 15,000 เม็ด",{gold=180000;502=30;6051=1;14=30},
10880,限时宝箱-充值送-5000档位,10058,22,20000,,充值20000钻石,儲值20000鑽石,Purchase 20000 Diamonds,Purchase 20000 Diamonds,20000다이아 충전,Compre 20000 diamantes,"ซื้อเพชร 20,000 เม็ด",{gold=200000;902=50;942=1;14=50},
10881,限时宝箱-充值送-5000档位,10058,22,25000,,充值25000钻石,儲值25000鑽石,Purchase 25000 Diamonds,Purchase 25000 Diamonds,25000다이아 충전,Compre 25000 diamantes,"ซื้อเพชร 25,000 เม็ด",{gold=300000;521=30;604=50;14=50},
10882,限时宝箱-充值送-5000档位,10058,22,30000,,充值30000钻石,儲值30000鑽石,Purchase 30000 Diamonds,Purchase 30000 Diamonds,15000다이아 충전,Compre 30000 diamantes,"ซื้อเพชร 30,000 เม็ด",{gold=500000;902=50;963=2;14=70},
10883,限时宝箱-充值送-5000档位,10058,22,40000,,充值40000钻石,儲值40000鑽石,Purchase 40000 Diamonds,Purchase 40000 Diamonds,20000다이아 충전,Compre 40000 diamantes,ซื้อเพชร 40000 เม็ด,{gold=500000;2153=1;501=5;14=70},
10884,限时宝箱-充值送-5000档位,10058,22,50000,,充值50000钻石,儲值50000鑽石,Purchase 50000 Diamonds,Purchase 50000 Diamonds,25000다이아 충전,Compre 50000 diamantes,"ซื้อเพชร 50,000 เม็ด",{gold=1000000;521=30;604=50;14=100},
,,,,,,,,,,,,,,
10890,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10891,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6193=10},
10892,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10893,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6193=20},
10894,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10895,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6193=30},
10896,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10897,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6193=40},
10898,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10899,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6193=50},
10900,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10901,打开后可选择火焰鸟碎片，幼基拉斯碎片，木木枭碎片，甜竹竹碎片其中之一,10059,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6193=60},
,,,,,,,,,,,,,,
10910,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10911,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6194=10},
10912,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10913,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6194=20},
10914,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10915,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6194=30},
10916,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10917,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6194=40},
10918,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10919,打开后可选择闪电鸟碎片，暴鲤龙碎片，宝贝龙碎片，天蝎王碎片其中之一,10060,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6194=50},
