变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
1297,灯火幽灵,燈火幽靈,Lampent,Lampent,램프라,Lampent,ผีแห่งแสง,config/portrait/speedranktouxiang/img_608_dhyl@.png,2992,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1298,水晶灯火灵,水晶燈火靈,Chandelure,Chandelure,샹델라,Chandelure,โคมไฟคริสตัลสปิริต,config/portrait/speedranktouxiang/img_609_sjdhl@.png,2993,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1299,达克莱伊,達克萊伊,Darkrai,Darkrai,다크라이,Darkrai,ดาร์กไร,config/portrait/speedranktouxiang/img_491_dkly@.png,2431,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1300,藤藤蛇,藤藤蛇,Snivy,Snivy,주리비얀,Snivy,งูเถา,config/portrait/speedranktouxiang/img_495_tts@.png,2471,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1301,青藤蛇,青藤蛇,Servine,Servine,샤비,Servine,งูเขียวเถา,config/portrait/speedranktouxiang/img_496_qts@.png,2472,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1302,君主蛇,君主蛇,Serperior,Serperior,샤로다,Serperior,งูราชา,config/portrait/speedranktouxiang/img_497_jzs@.png,2473,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1303,雷吉洛克,雷吉洛克,Regirock,Regirock,레지락,Regirock,เรจจี้ ล็อค,config/portrait/speedranktouxiang/img_377_ljlk@.png,1911,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1304,雷吉艾斯,雷吉艾斯,Regice,Regice,레지아이스,Regice,เรจิซ,config/portrait/speedranktouxiang/img_378_ljas@.png,1921,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1305,雷吉斯奇鲁,雷吉斯奇魯,Registeel,Registeel,레지스틸,Registeel,เรจิส ชิรู,config/portrait/speedranktouxiang/img_379_ljsql@.png,1931,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1306,克雷色利亚,克雷色利亞,Cresselia,Cresselia,크레세리아,Cresselia,เครสเซเลีย,config/portrait/speedranktouxiang/img_488_klsly@.png,2401,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1307,雷吉奇卡斯,雷吉奇卡斯,Regigigas,Regigigas,레지기가스,Regigigas,เรจิกาส,config/portrait/speedranktouxiang/img_486_ljqks@.png,2381,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1308,木木枭,木木梟,Rowlet,Rowlet,나몰빼미,Rowlet,นกฮูกไม้,config/portrait/speedranktouxiang/img_722_mmx@.png,3661,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1309,投羽枭,投羽梟,Dartrix,Dartrix,빼미스로우,Dartrix,นกฮูกขนนก,config/portrait/speedranktouxiang/img_723_tyx@.png,3662,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1310,狙射树枭,狙射樹梟,Decidueye,Decidueye,모크나이퍼,Decidueye,นกเค้าแมวป่า,config/portrait/speedranktouxiang/img_724_jssx@.png,3663,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1311,大葱鸭,大蔥鴨,Farfetch'd,Farfetch'd,파오리,Farfetch'd,เป็ดหัวหอม,config/portrait/speedranktouxiang/img_83_dcy@.png,341,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1312,怨影娃娃,怨影娃娃,Shuppet,Shuppet,어둠대신,Shuppet,ตุ๊กตาเงา,config/portrait/speedranktouxiang/img_353_yyww@.png,1801,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1313,诅咒娃娃,詛咒娃娃,Banette,Banette,다크펫,Banette,ตุ๊กตาต้องคำสาป,config/portrait/speedranktouxiang/img_354_zzww@.png,1802,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1314,燃烧虫,燃燒蟲,Larvesta,Larvesta,활화르바,Larvesta,หนอนที่กำลังลุกไหม้,config/portrait/speedranktouxiang/img_636_rsc@.png,3151,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1315,火神蛾,火神蛾,Volcarona,Volcarona,불카모스,Volcarona,ผีเสื้อวัลแคน,config/portrait/speedranktouxiang/img_637_hse@.png,3152,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1316,拉普拉斯,拉普拉斯,Lapras,Lapras,라프라스,Lapras,ลาปลาซ,config/portrait/speedranktouxiang/img_131_lpls@.png,641,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1317,波加曼,波加曼,Piplup,Piplup,팽도리,Piplup,โปกาแมน,config/portrait/speedranktouxiang/img_393_bjm@.png,2031,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1318,波皇子,波皇子,Prinplup,Prinplup,팽태자,Prinplup,เจ้าชายโบ,config/portrait/speedranktouxiang/img_394_bhz@.png,2032,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1319,帝王拿波,帝王拿波,Empoleon,Empoleon,엠페르트,Empoleon,เนเปิลส์,config/portrait/speedranktouxiang/img_395_dwnb@.png,2033,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1320,超音蝠,超音蝠,Zubat,Zubat,주뱃,Zubat,ซูแบท,config/portrait/speedranktouxiang/img_41_cyf@.png,161,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1321,大嘴蝠,大嘴蝠,Golbat,Golbat,골뱃,Golbat,โกลแบต,config/portrait/speedranktouxiang/img_42_dzf@.png,162,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1322,叉字蝠,叉字蝠,Crobat,Crobat,크로뱃,Crobat,โครแบท,config/portrait/speedranktouxiang/img_169_czf@.png,163,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1323,好坏星,好壞星,Mareanie,Mareanie,시마사리,Mareanie,ฮิโดอิเดะ,config/portrait/speedranktouxiang/img_747_hhx@.png,3771,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1324,超坏星,超壞星,Toxapex,Toxapex,더시마사리,Toxapex,โดฮิโดอิเดะ,config/portrait/speedranktouxiang/img_748_chx@.png,3772,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1325,骑拉帝纳,騎拉帝納,Giratina,Giratina,기라티나,Giratina,กิราตินา,config/portrait/speedranktouxiang/img_487_qldn@.png,2391,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1326,骑拉帝纳·起源,騎拉帝納 (起源形態),Giratina - Origin Forme,Giratina - Origin Forme,기라티나 (오리진폼),Giratina - Origin Forme,กิราตินา (ออริจินฟอร์ม),config/portrait/speedranktouxiang/img_487_cjqldn@.png,2391,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1327,谢米,謝米,Shaymin,Shaymin,쉐이미,Shaymin,เชมิน,config/portrait/speedranktouxiang/img_492_xm@.png,2441,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1328,谢米·天空,謝米 (天空形態),Shaymin - Sky,Shaymin - Sky,쉐이미 (스카이폼),Shaymin - Sky,เชมิน (สกายฟอร์ม),config/portrait/speedranktouxiang/img_492_xmtkxt@.png,2442,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1329,甜竹竹,甜竹竹,Bounsweet,Bounsweet,달콤아,Bounsweet,อมาคาจิ,config/portrait/speedranktouxiang/img_761_tzz@.png,3841,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1330,甜舞妮,甜舞妮,Steenee,Steenee,달무리나,Steenee,อมาไมโกะ,config/portrait/speedranktouxiang/img_762_twn@.png,3842,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1331,甜冷美后,冰雪女王,Ice Queen,Ice Queen,아이스 퀸,Ice Queen,ราชินีน้ำแข็ง,config/portrait/speedranktouxiang/img_763_tlmh@.png,3843,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1332,化石翼龙,化石翼龍,Aerodactyl,Aerodactyl,프테라,Aerodactyl,พเทอรา,config/portrait/speedranktouxiang/img_142_hsyl@.png,701,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1333,毒贝比,毒貝比,Poipole,Poipole,베베놈,Poipole,เบเบโนม,config/portrait/speedranktouxiang/img_803_dbb@.png,4131,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1334,四颚针龙,四顎針龍,Naganadel,Naganadel,아고용,Naganadel,อาร์โกยอน,config/portrait/speedranktouxiang/img_804_sezl@.png,4132,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1335,拉帝亚斯,拉帝亞斯,Latias,Latias,라티아스,Latias,ลาติอาส,config/portrait/speedranktouxiang/img_380_ldys@.png,1941,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1336,拉帝欧斯,拉帝歐斯,Latios,Latios,라티오스,Latios,ลาติโอส,config/portrait/speedranktouxiang/img_381_ldos@.png,1951,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1337,天蝎,天蠍,Gligar,Gligar,글라이거,Gligar,ไกลการ์,config/portrait/speedranktouxiang/img_207_tx@.png,1031,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1338,天蝎王,天蠍王,Gliscor,Gliscor,글라이온,Gliscor,ไกลออน,config/portrait/speedranktouxiang/img_472_txw@.png,1032,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1339,惩戒胡帕,胡帕 (懲戒形態),Hoopa Confined,Hoopa Confined,후파 (굴레에 빠진 모습),Hoopa Confined,ฮูปา (ร่างผนึก),config/portrait/speedranktouxiang/img_720_cjhp@.png,3641,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1340,解放胡帕,胡帕 (解放形態),Hoopa Unbound,Hoopa Unbound,후파 (굴레를 벗어난 모습),Hoopa Unbound,ฮูปา (ร่างปลดปล่อย),config/portrait/speedranktouxiang/img_720_jfhp@.png,3642,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1341,莱希拉姆,萊希拉姆,Reshiram,Reshiram,레시라무,Reshiram,เรชิรัม,config/portrait/speedranktouxiang/img_643_lxlm@.png,3211,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1342,捷克罗姆,捷克羅姆,Zekrom,Zekrom,제크로무,Zekrom,เซครอม,config/portrait/speedranktouxiang/img_644_jklm@.png,3221,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1343,波克比,波克比,Togepi,Togepi,토게피,Togepi,โทเกปี,config/portrait/speedranktouxiang/img_175_bkb@.png,861,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1344,波克基古,波克基古,Togetic,Togetic,토게틱,Togetic,โทเกชิก,config/portrait/speedranktouxiang/img_176_bkjg@.png,862,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1345,波克基斯,波克基斯,Togekiss,Togekiss,토게키스,Togekiss,โทเกคิส,config/portrait/speedranktouxiang/img_468_bkjs@.png,863,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1346,大舌贝,大舌貝,Shellder,Shellder,셀러,Shellder,เชลเดอร์,config/portrait/speedranktouxiang/img_90_dsb@.png,381,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1347,刺甲贝,刺甲貝,Cloyster,Cloyster,파르셀,Cloyster,พาร์เชน,config/portrait/speedranktouxiang/img_91_cjb@.png,382,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1348,酋雷姆,酋雷姆,Kyurem,Kyurem,큐레무,Kyurem,คิวเรม,config/portrait/speedranktouxiang/img_646_qlm@.png,3241,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1349,凯路迪欧,凱路迪歐,Keldeo,Keldeo,케르디오,Keldeo,เคลดิโอ,config/portrait/speedranktouxiang/img_647_kldo@.png,3251,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1350,小智版皮卡丘,小智的皮卡丘,Ash's Pikachu,Ash's Pikachu,한지우의 피카츄,Ash's Pikachu,พิคาชูของซาโตชิ,config/portrait/speedranktouxiang/img_25_xzpkq@.png,7001,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1351,美洛耶塔·歌声,美洛耶塔 (歌聲形態),Meloetta - Aria,Meloetta - Aria,메로엣타 (보이스폼),Meloetta - Aria,เมโลเอตตา (วอยซ์ฟอร์ม),config/portrait/speedranktouxiang/img_648_mlytgsxt@.png,3261,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1352,美洛耶塔·舞步,美洛耶塔 (舞步形態),Meloetta - Pirouette,Meloetta - Pirouette,메로엣타 (스텝폼),Meloetta - Pirouette,เมโลเอตตา (สเต็ปฟอร์ม),config/portrait/speedranktouxiang/img_648_mlytwbxt@.png,3262,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1353,勾帕路翁,勾帕路翁,Cobalion,Cobalion,코바르온,Cobalion,โคบาลอน,config/portrait/speedranktouxiang/img_638_gplw@.png,3161,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1354,代拉基翁,代拉基翁,Terrakion,Terrakion,테라키온,Terrakion,เทอร์ราคิออน,config/portrait/speedranktouxiang/img_639_dljw@.png,3171,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1355,毕力吉翁,畢力吉翁,Virizion,Virizion,비리디온,Virizion,วิริซิออน,config/portrait/speedranktouxiang/img_640_bljw@.png,3181,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1356,基拉祈,基拉祈,Jirachi,Jirachi,지라치,Jirachi,จิราชิ,config/portrait/speedranktouxiang/img_385_jlq@.png,1991,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
